MAZ,TAZ,PUMA
230489,200846,08517
230490,200846,08517
230495,200330,08512
230496,200335,08512
230498,200616,08512
230499,200616,08512
230514,200609,08522
230526,200021,08508
230529,200536,08508
230540,200928,08507
230541,200825,08506
230545,200825,08506
230552,200315,08507
230562,200315,08507
230563,200315,08507
230574,200275,08505
230576,200306,08520
230581,200198,08518
230592,200690,08505
230593,200338,08505
230594,200548,08521
230595,200050,08521
230608,200094,08520
230609,200389,08508
230610,200389,08508
230613,200829,08507
230620,200744,08507
230621,200744,08507
230625,200877,08507
230632,200301,08507
230635,200869,08519
230636,200177,08519
230641,200524,08516
230643,200469,08516
230644,200469,08516
230645,200730,08516
230646,200827,08507
230647,200069,08508
230648,200357,08508
230649,200357,08508
230650,200357,08508
230651,200357,08508
230654,200012,08517
230658,200382,08517
230659,200382,08517
230660,200383,08517
230670,200480,08517
230671,200484,08517
230674,200436,08508
230675,200393,08508
230676,201064,08508
230677,201064,08508
230678,201065,08508
230679,201065,08508
230680,201065,08508
230689,200573,08516
230690,200296,08507
230695,200743,08507
230701,201030,08507
230705,200265,08507
230708,201049,08511
230710,201049,08511
230745,200067,08508
230748,200639,08508
230755,200926,08507
230756,200493,08511
230757,200970,08507
230764,200977,08515
230765,200977,08515
230785,200204,08508
230794,200538,08508
230804,200493,08511
230808,200883,08517
230845,200277,08505
230848,200781,08511
230851,200629,08517
230853,200227,08515
230856,200210,08515
230857,200658,08506
230859,200419,08506
230862,200419,08506
230863,200618,08506
230866,200618,08506
230867,200618,08506
230869,200959,08515
230881,200971,08507
230882,200971,08507
230883,200971,08507
230887,200779,08508
230888,200635,08508
230889,200635,08508
230897,200898,08510
230898,200907,08519
230900,200908,08519
230901,200908,08519
230904,200010,08517
230907,200989,08510
230908,200940,08510
230909,200033,08510
230910,200831,08510
230911,200033,08510
230912,200709,08519
230929,200183,08505
230930,200803,08518
230935,200818,08505
230936,200818,08505
230940,200583,08512
230941,200215,08512
230942,200270,08512
230944,200888,08511
230946,200738,08511
230947,200835,08511
230948,200165,08520
230953,200230,08520
230955,200614,08520
230958,200124,08520
230959,200124,08520
230961,200390,08508
230964,200012,08517
230965,200012,08517
230968,200321,08517
230970,200238,08517
230975,200435,08517
230981,200977,08515
230990,200881,08517
230991,200883,08517
230992,200883,08517
230996,201091,08516
231007,200889,08512
231009,200109,08510
231013,200097,08512
231014,200412,08511
231028,200256,08507
231029,200256,08507
231038,200246,08518
231045,200752,08521
231050,200399,08521
231051,200169,08521
231052,200048,08522
231054,200048,08522
231061,200046,08522
231064,200126,08520
231069,200295,08507
231070,200295,08507
231071,200295,08507
231076,200739,08507
231085,200788,08507
231086,200861,08510
231088,200348,08510
231089,200287,08510
231090,200287,08510
231091,200287,08510
231092,200415,08510
231094,200415,08510
231099,200357,08508
231105,200358,08508
231106,200358,08508
231110,200173,08519
231111,200304,08519
231113,200864,08519
231114,200869,08519
231115,200312,08519
231116,200912,08519
231118,200536,08508
231119,200360,08508
231120,200360,08508
231121,200793,08508
231123,200635,08508
231125,201077,08517
231127,201078,08517
231131,200236,08519
231142,200572,08516
231146,200577,08516
231148,200469,08516
231150,200295,08507
231154,200830,08507
231160,200903,08511
231162,200903,08511
231163,200998,08510
231165,200284,08510
231167,200491,08511
231168,201000,08511
231169,200018,08507
231182,200959,08515
231184,201086,08515
231185,200044,08515
231199,201078,08517
231208,200484,08517
231209,200875,08522
231232,200940,08510
231233,200637,08508
231235,200158,08519
231252,200010,08517
231264,201092,08519
231268,200279,08505
231271,200152,08520
231272,200307,08519
231273,200307,08519
231284,200306,08520
231288,200134,08515
231292,200134,08515
231294,200134,08515
231299,200525,08516
231310,200478,08516
231324,200135,08515
231325,200135,08515
231326,200134,08515
231327,200134,08515
231331,200618,08506
231333,200618,08506
231335,200253,08506
231338,200658,08506
231339,200101,08506
231342,200658,08506
231346,200419,08506
231347,200635,08508
231348,200635,08508
231349,200588,08508
231350,200878,08508
231351,200832,08508
231353,200481,08508
231355,201089,08519
231356,201088,08519
231360,200626,08519
231361,200626,08519
231369,200351,08515
231376,200007,08507
231380,201041,08507
231383,201041,08507
231384,201041,08507
231386,200254,08507
231388,201076,08519
231389,201076,08519
231390,200566,08505
231391,200139,08505
231397,200340,08505
231402,200282,08505
231405,200835,08511
231407,200114,08511
231408,200114,08511
231410,200731,08516
231412,200672,08516
231415,200263,08507
231416,200263,08507
231423,200298,08507
231429,200743,08507
231443,200223,08519
231461,200149,08516
231464,200484,08517
231471,200782,08511
231474,200002,08508
231475,200972,08519
231477,200810,08519
231478,200156,08508
231490,200059,08506
231491,200058,08506
231496,200076,08506
231498,200060,08506
231508,200465,08506
231509,200465,08506
231519,200925,08507
231520,200996,08507
231525,200054,08508
231528,200203,08510
231529,200429,08508
231531,200067,08508
231534,200917,08519
231535,200921,08519
231536,200808,08519
231537,200808,08519
231538,200856,08519
231540,200158,08519
231541,200307,08519
231542,200907,08519
231543,200257,08519
231544,200908,08519
231545,200641,08508
231548,200555,08508
231554,201058,08515
231561,200726,08516
231563,201093,08516
231566,200142,08521
231568,200446,08521
231569,200498,08521
231576,200774,08516
231578,200777,08516
231579,200776,08516
231580,200776,08516
231581,200778,08516
231583,201062,08507
231584,201063,08508
231585,200337,08508
231586,200337,08508
231593,200159,08510
231596,200264,08507
231597,200687,08507
231598,200687,08507
231604,200626,08519
231627,200011,08517
231659,200410,08522
231660,200338,08505
231662,200780,08516
231683,200624,08516
231697,200642,08520
231703,200255,08507
231711,200088,08511
231712,200088,08511
231714,200283,08510
231719,200134,08515
231739,200430,08517
231748,200381,08517
231750,200317,08522
231752,200135,08515
231758,200419,08506
231759,200082,08506
231760,200118,08506
231763,200081,08506
231764,200419,08506
231766,200669,08506
231772,200816,08519
231773,200816,08519
231774,200817,08519
231775,200817,08519
231792,200970,08507
231797,200009,08522
231800,200601,08517
231802,200947,08517
231803,200993,08517
231804,200948,08517
231805,200948,08517
231808,200990,08517
231812,200992,08517
231815,200236,08519
231816,201076,08519
231817,201076,08519
231818,201076,08519
231828,200218,08519
231829,200497,08520
231831,200697,08520
231834,200341,08521
231835,200138,08521
231837,200102,08510
231851,200444,08505
231856,200643,08505
231862,200819,08518
231866,200788,08507
231868,200722,08507
231869,200790,08507
231871,201054,08510
231872,201054,08510
231873,200283,08510
231874,200285,08510
231876,200286,08510
231877,200286,08510
231878,200286,08510
231879,200286,08510
231883,200351,08515
231886,200678,08516
231887,201014,08516
231888,200017,08516
231891,200841,08516
231892,200841,08516
231893,201015,08516
231897,200577,08516
231912,200440,08507
231913,200993,08517
231914,200945,08517
231918,200306,08520
231921,200432,08517
231922,200643,08505
231924,200600,08517
231927,200629,08517
231929,200894,08517
231938,200657,08506
231944,200529,08506
231945,200076,08506
231946,200075,08506
231947,200099,08506
231948,200670,08506
231966,201069,08522
231967,200881,08517
231968,200055,08515
231969,200278,08505
231983,200577,08516
231990,200575,08516
231992,200620,08516
231997,200578,08516
232002,200277,08505
232006,200480,08517
232007,200907,08519
232013,200131,08519
232014,201053,08510
232015,200218,08519
232021,200778,08516
232028,200134,08515
232035,200577,08516
232041,200321,08517
232042,200325,08517
232043,200774,08516
232045,200371,08515
232046,200778,08516
232049,201047,08517
232053,201043,08517
232057,200134,08515
232063,200135,08515
232069,200081,08506
232070,200669,08506
232071,200669,08506
232074,200619,08506
232080,200715,08506
232081,200715,08506
232082,200420,08506
232084,200420,08506
232085,200666,08506
232087,200634,08508
232088,200634,08508
232090,200590,08508
232093,200639,08508
232097,200067,08508
232098,200067,08508
232099,200070,08508
232101,200070,08508
232102,200067,08508
232103,200070,08508
232108,200615,08510
232112,200111,08510
232113,200111,08510
232115,200188,08510
232118,200369,08510
232124,200218,08519
232127,200313,08515
232129,200213,08507
232132,200442,08507
232133,200442,08507
232135,200087,08511
232136,200955,08511
232142,200508,08522
232150,200568,08505
232151,200566,08505
232152,200966,08505
232154,200643,08505
232159,201080,08518
232161,200938,08512
232162,200095,08512
232163,200095,08512
232164,200942,08511
232165,200983,08511
232167,200903,08511
232168,200673,08516
232169,200673,08516
232170,200673,08516
232172,200286,08510
232175,200741,08507
232180,200723,08507
232181,200766,08507
232183,200723,08507
232187,200777,08516
232202,200524,08516
232204,201062,08507
232205,200391,08508
232206,200479,08507
232208,200993,08517
232209,200676,08516
232216,200827,08507
232219,200589,08508
232220,201031,08507
232222,200070,08508
232230,200846,08517
232232,200158,08519
232233,200016,08507
232246,200529,08506
232250,200531,08506
232251,200076,08506
232252,200076,08506
232259,200617,08506
232264,200532,08506
232266,200465,08506
232267,200764,08519
232268,200764,08519
232271,200810,08519
232273,200811,08519
232274,200812,08519
232275,200815,08519
232280,201046,08517
232287,200556,08517
232309,200227,08515
232320,200665,08506
232321,200157,08506
232322,200714,08506
232324,200464,08506
232327,200015,08506
232338,200768,08522
232343,200866,08519
232344,200870,08519
232345,200870,08519
232346,200868,08519
232347,200312,08519
232353,200889,08512
232354,200889,08512
232355,200939,08512
232358,200939,08512
232361,200471,08516
232362,200471,08516
232367,200299,08507
310001,300966,00114
310002,300966,00114
310004,300716,00111
310007,300194,00113
310010,300206,00114
310013,300483,00114
310014,300525,00114
310015,300206,00114
310017,300471,00114
310018,300106,00114
310019,300472,00114
310020,300206,00114
310022,300927,00101
310023,301072,00101
310024,300108,00101
310025,300878,00101
310026,300108,00101
310027,300572,00101
310028,300749,00101
310030,301065,00101
310031,300042,00101
310032,301053,00101
310033,300698,00101
310034,300714,00101
310035,300937,00101
310036,301047,00101
310037,300606,00117
310039,300554,00118
310040,300640,00117
310041,300386,00117
310042,300362,00117
310043,300547,00121
310044,300290,00121
310045,300557,00121
310046,300842,00121
310049,300894,00117
310050,300581,00118
310051,300426,00118
310052,300135,00118
310053,300143,00118
310055,300248,00121
310056,300410,00118
310061,300764,00118
310062,300646,00117
310064,301020,00117
310067,300594,00121
310068,300602,00118
310070,300775,00121
310071,300882,00115
310072,300903,00115
310073,300923,00115
310077,300182,00115
310078,300182,00115
310080,300389,00116
310082,300541,00114
310083,300541,00114
310084,300541,00114
310085,300980,00114
310086,300142,00114
310087,301105,00115
310090,300210,00115
310092,300494,00122
310093,300982,00122
310094,300390,00122
310096,300076,00114
310097,300349,00114
310099,300217,00116
310101,300932,00114
310102,300983,00116
310104,300838,00114
310112,300510,00116
310113,300258,00115
310114,300541,00114
310117,300218,00116
310118,300510,00116
310121,301114,00122
310123,300422,00116
310124,300275,00114
310126,300538,00122
310128,300966,00114
310131,300892,00115
310133,301024,00120
310134,300489,00120
310135,301024,00120
310138,300474,00120
310139,300181,00119
310140,300785,00120
310146,300036,00120
310147,300478,00119
310149,300478,00119
310150,300784,00120
310158,300967,00120
310161,300086,00120
310162,300688,00120
310165,300626,00120
310167,300402,00120
310168,300627,00120
310169,300462,00119
310171,300039,00120
310176,300181,00119
310185,300061,00123
310186,300061,00123
310187,300061,00123
310189,300100,00123
310190,300061,00123
310191,300061,00123
310194,300098,00123
310196,300292,00113
310197,300709,00113
310200,300988,00113
310204,300331,00111
310206,300027,00111
310209,300331,00111
310210,301058,00111
310211,300506,00111
310212,300506,00111
310214,300506,00111
310215,300506,00111
310216,300790,00123
310217,300624,00123
310218,300657,00123
310220,300790,00123
310221,300147,00123
310222,300374,00123
310223,300146,00123
310224,300760,00113
310226,300857,00113
310227,300857,00113
310228,301059,00111
310229,300899,00111
310230,300378,00111
310232,300378,00111
310233,300378,00111
310234,300024,00111
310236,300855,00111
310237,300506,00111
310238,300146,00123
310239,300855,00111
310240,300792,00123
310242,301008,00123
310243,300791,00123
310244,300656,00123
310246,300165,00123
310247,301054,00112
310248,300021,00112
310249,300970,00112
310250,300970,00112
310252,300164,00123
310255,300299,00113
310256,300299,00113
310257,300197,00113
310258,300197,00113
310262,300114,00111
310263,300113,00112
310264,300113,00112
310265,301091,00112
310266,301091,00112
310267,300331,00111
310268,300102,00114
310269,300766,00111
310272,300234,00111
310274,300101,00114
310275,300825,00111
310277,300234,00111
310278,300339,00111
310279,300234,00111
310281,300126,00111
310284,300128,00111
310287,300170,00112
310288,300240,00111
310291,300089,00123
310292,300442,00111
310293,300961,00112
310294,301023,00123
310296,301035,00123
310297,300374,00123
310300,300710,00112
310306,300578,00112
310308,300607,00101
310310,300607,00101
310311,300940,00101
310314,300609,00101
310315,300056,00101
310317,300570,00101
310318,300570,00101
310320,300122,00101
310323,300056,00101
310324,300052,00101
310325,300052,00101
310326,300058,00101
310327,301078,00101
310329,300245,00121
310330,300295,00121
310331,300385,00121
310332,300411,00117
310336,300992,00117
310337,300020,00117
310338,301029,00117
310341,300674,00118
310344,300986,00118
310346,300362,00117
310347,300493,00117
310349,300180,00117
310350,300180,00117
310351,300508,00121
310352,300507,00121
310353,300724,00118
310355,300404,00117
310358,300725,00121
310360,300426,00118
310361,300386,00117
310363,300604,00121
310365,301049,00117
310367,300368,00122
310368,300307,00122
310370,300307,00122
310374,300538,00122
310377,300539,00122
310378,300539,00122
310379,300539,00122
310380,300859,00115
310381,300031,00115
310382,300033,00115
310385,300130,00115
310386,300310,00115
310387,300951,00114
310389,300265,00116
310390,300293,00115
310394,300268,00115
310398,300271,00122
310405,300952,00114
310406,300683,00119
310407,300681,00119
310410,300627,00120
310411,300490,00120
310412,300490,00120
310413,300417,00119
310415,301110,00119
310416,300687,00120
310417,300687,00120
310418,300687,00120
310420,300478,00119
310429,300403,00120
310436,301027,00119
310439,300785,00120
310442,300814,00113
310443,300133,00113
310444,300134,00113
310446,300835,00113
310447,300194,00113
310448,301039,00113
310449,301039,00113
310450,300821,00113
310451,300192,00113
310452,300867,00113
310454,300867,00113
310455,300196,00113
310456,300771,00111
310459,300235,00111
310461,300111,00111
310462,300899,00111
310464,300845,00111
310465,300739,00111
310467,300173,00112
310470,300088,00112
310471,300176,00112
310476,300167,00111
310477,300166,00111
310478,300167,00111
310480,300093,00111
310483,301068,00114
310484,300231,00111
310487,300693,00111
310488,300468,00114
310491,300283,00114
310492,300206,00114
310493,300752,00114
310495,300106,00114
310496,300283,00114
310497,300565,00114
310498,300015,00114
310499,300975,00114
310500,300976,00114
310502,300517,00114
310504,300518,00114
310505,300563,00114
310506,300153,00114
310507,300153,00114
310509,300517,00114
310511,300518,00114
310513,300703,00101
310516,301044,00101
310517,300004,00101
310518,300122,00101
310519,301045,00101
310523,300437,00101
310526,300351,00101
310527,300749,00101
310528,300765,00101
310529,301047,00101
310530,300570,00101
310531,301074,00101
310532,300005,00101
310534,300006,00101
310536,300121,00101
310538,301129,00121
310539,300180,00117
310542,301129,00121
310543,301129,00121
310544,300604,00121
310545,300404,00117
310548,300674,00118
310549,300588,00117
310552,300141,00114
310553,300141,00114
310554,300944,00114
310557,300151,00114
310559,300321,00114
310561,300081,00114
310562,300872,00122
310563,300080,00122
310565,300831,00122
310566,300831,00122
310568,300451,00122
310569,300831,00122
310570,300109,00122
310572,300848,00115
310573,300431,00114
310579,300269,00122
310580,300324,00114
310582,300368,00122
310587,300903,00115
310589,300077,00114
310592,300848,00115
310594,300214,00114
310595,300906,00119
310596,300436,00120
310597,300083,00120
310598,300086,00120
310602,300509,00119
310606,300509,00119
310607,300509,00119
310608,300462,00119
310609,300687,00120
310621,301024,00120
310622,300785,00120
310624,300436,00120
310625,300040,00120
310626,300784,00120
310629,300972,00112
310630,300387,00113
310631,300138,00113
310632,300139,00113
310633,300433,00113
310634,300860,00113
310638,300112,00111
310639,300419,00111
310640,300112,00111
310641,300419,00111
310642,300693,00111
310643,300419,00111
310644,300899,00111
310645,301094,00111
310646,300845,00111
310647,300025,00111
310648,301094,00111
310650,300767,00112
310651,300299,00113
310653,300189,00113
310654,300189,00113
310655,300300,00113
310656,300300,00113
310657,300012,00113
310658,300236,00113
310659,301086,00111
310661,301087,00111
310662,300018,00111
310663,300111,00111
310664,300738,00111
310666,300251,00113
310668,300134,00113
310669,300670,00111
310672,301013,00114
310673,300095,00112
310675,300795,00112
310676,300374,00123
310681,300972,00112
310682,300506,00111
310683,300472,00114
310685,300015,00114
310686,300566,00114
310688,300976,00114
310689,300129,00114
310691,300041,00101
310694,300334,00101
310695,300006,00101
310696,300669,00101
310697,300697,00101
310700,300696,00101
310701,300669,00101
310702,300243,00101
310703,300008,00101
310705,301047,00101
310707,300455,00118
310708,300507,00121
310709,300549,00121
310713,300842,00121
310714,300551,00121
310716,300599,00121
310717,300591,00121
310718,300591,00121
310719,300416,00118
310721,300296,00121
310722,300029,00121
310723,300029,00121
310724,300180,00117
310725,300779,00121
310729,300594,00121
310730,300257,00117
310731,300364,00117
310733,300724,00118
310734,300455,00118
310736,300987,00118
310738,300180,00117
310739,300414,00121
310741,300548,00121
310742,300388,00118
310745,300668,00116
310747,300919,00116
310750,300261,00115
310752,300901,00115
310755,300142,00114
310758,301098,00114
310759,300540,00114
310761,300208,00115
310762,300208,00115
310763,300262,00115
310767,300273,00122
310770,300510,00116
310772,300980,00114
310773,300659,00114
310777,300536,00122
310781,300319,00116
310783,300859,00115
310787,300849,00122
310788,300510,00116
310790,300151,00114
310791,300033,00115
310794,300203,00116
310799,300539,00122
310803,300269,00122
310805,300934,00114
310806,300889,00116
310807,300310,00115
310808,300203,00116
310815,300478,00119
310817,300583,00120
310824,300461,00119
310829,300487,00119
310832,300516,00119
310833,300401,00120
310835,300402,00120
310836,301107,00120
310838,300401,00120
310845,300626,00120
310847,300786,00120
310848,300732,00119
310855,301027,00119
310857,300430,00120
310862,300300,00113
310864,300887,00123
310866,300224,00123
310867,300136,00113
310868,300820,00113
310871,300027,00111
310872,300027,00111
310873,300331,00111
310874,300331,00111
310875,300239,00111
310876,300772,00123
310877,300999,00123
310878,301005,00112
310880,300857,00113
310881,300253,00113
310882,300312,00113
310883,300866,00113
310887,300303,00113
310888,300853,00113
310890,300148,00113
310891,300157,00123
310893,300657,00123
310894,301008,00123
310895,301018,00123
310897,300961,00112
310898,300656,00123
310900,300792,00123
310901,300562,00113
310902,300562,00113
310904,300576,00112
310905,300026,00112
310906,300662,00112
310908,301015,00112
310910,300796,00113
310912,300866,00113
310914,300815,00114
310915,300519,00114
310916,300063,00114
310919,300471,00114
310920,300391,00114
310922,300421,00114
310923,300566,00114
310925,300565,00114
310926,301044,00101
310927,301044,00101
310931,300446,00101
310932,300651,00101
310933,300446,00101
310935,300654,00101
310936,300699,00101
310937,300530,00101
310938,300699,00101
310939,300927,00101
310940,300108,00101
310941,300108,00101
310942,300006,00101
310943,300108,00101
310944,300669,00101
310945,300749,00101
310948,301054,00112
310953,300445,00112
310955,300960,00112
310958,301019,00123
310960,300958,00111
310962,300989,00123
310963,300332,00111
310964,300743,00111
310969,300858,00113
310971,300768,00112
310973,300851,00113
310974,300284,00111
310975,300019,00114
310979,300774,00101
310984,301082,00101
310986,301060,00101
310988,300949,00101
310989,300949,00101
310990,300395,00101
310991,300938,00101
310992,300437,00101
310993,300937,00101
310994,300846,00101
310997,300873,00101
310998,300008,00101
310999,301073,00101
311006,300020,00117
311009,300404,00117
311013,300549,00121
311014,300180,00117
311015,300180,00117
311016,300366,00118
311019,300553,00117
311020,300893,00117
311024,300398,00117
311025,300426,00118
311032,300180,00117
311033,300427,00118
311034,300983,00116
311035,300350,00115
311036,300983,00116
311037,300889,00116
311038,300922,00116
311040,300544,00116
311041,300907,00116
311042,300908,00116
311043,300908,00116
311047,300875,00115
311048,300032,00115
311050,300890,00115
311051,300382,00122
311052,300936,00122
311055,300541,00114
311058,300922,00116
311060,300432,00115
311061,300317,00122
311063,300913,00115
311064,300946,00114
311066,300367,00122
311067,300270,00122
311068,300863,00115
311071,300246,00120
311072,300687,00120
311075,300687,00120
311076,300967,00120
311077,300417,00119
311081,300689,00120
311083,300509,00119
311097,300900,00119
311099,300680,00119
311100,300906,00119
311101,300302,00119
311103,300785,00120
311106,300732,00119
311108,300039,00120
311110,301056,00120
311111,301093,00111
311114,300943,00112
311117,300623,00114
311118,300623,00114
311119,300623,00114
311121,300620,00123
311123,300014,00113
311124,300292,00113
311125,300693,00111
311126,300617,00112
311127,300618,00112
311129,300744,00111
311130,300742,00111
311131,300748,00112
311135,301001,00123
311137,300237,00123
311138,300237,00123
311139,301016,00123
311141,300238,00123
311142,300238,00123
311143,300225,00123
311147,300051,00111
311149,300067,00114
311150,300517,00114
311151,300517,00114
311153,300519,00114
311154,300320,00114
311155,300060,00114
311156,300060,00114
311157,300060,00114
311158,300067,00114
311159,300469,00114
311160,300804,00114
311161,300520,00114
311162,300063,00114
311163,300804,00114
311164,300804,00114
311165,300421,00114
311166,300482,00114
311167,300062,00114
311169,300062,00114
311172,300107,00114
311173,300107,00114
311174,300107,00114
311175,300665,00101
311176,300651,00101
311181,300717,00101
311184,300446,00101
311185,300896,00118
311186,300528,00118
311191,300726,00118
311192,300178,00118
311193,300726,00118
311195,300362,00117
311196,300497,00118
311198,300322,00118
311199,300322,00118
311201,300398,00117
311202,300641,00117
311203,300641,00117
311204,300640,00117
311205,301130,00121
311207,300398,00117
311209,300832,00122
311210,300832,00122
311211,300577,00122
311213,300811,00122
311215,300321,00114
311216,300935,00114
311217,300979,00114
311218,300935,00114
311219,300286,00114
311220,300968,00114
311222,300081,00114
311225,300293,00115
311227,300266,00116
311228,300269,00122
311229,300849,00122
311232,300942,00116
311233,300579,00116
311234,300085,00120
311235,300087,00120
311236,300478,00119
311239,300489,00120
311240,300402,00120
311241,300401,00120
311242,300401,00120
311243,300735,00119
311244,300684,00119
311245,300489,00120
311246,300132,00120
311248,300687,00120
311256,300687,00120
311261,300823,00120
311262,300392,00119
311263,300132,00120
311265,300430,00120
311266,300463,00120
311267,300132,00120
311272,300736,00119
311277,300782,00120
311280,300205,00112
311281,300204,00112
311282,300204,00112
311284,301013,00114
311285,300380,00112
311286,300956,00112
311288,301011,00114
311289,300505,00111
311292,300625,00112
311293,300767,00112
311294,300168,00112
311295,300943,00112
311296,300671,00113
311297,300236,00113
311298,300974,00113
311299,300974,00113
311300,300974,00113
311302,300046,00114
311305,300711,00112
311306,300161,00123
311307,300162,00123
311308,300738,00111
311316,300741,00111
311318,300619,00112
311320,300670,00111
311321,300022,00111
311322,300387,00113
311324,300238,00123
311325,301016,00123
311326,300188,00113
311330,300374,00123
311334,300976,00114
311336,300977,00114
311337,300977,00114
311338,300060,00114
311339,300517,00114
311340,300564,00114
311342,300050,00101
311343,300937,00101
311344,301043,00101
311345,301060,00101
311347,300712,00101
311348,300713,00101
311349,300719,00101
311350,300054,00101
311352,300756,00101
311354,300695,00101
311355,300712,00101
311356,301060,00101
311358,300122,00101
311361,300257,00117
311363,300640,00117
311364,300386,00117
311365,300692,00117
311366,300692,00117
311367,300777,00121
311368,301022,00121
311370,300396,00121
311372,300426,00118
311375,301020,00117
311376,301049,00117
311378,300409,00117
311379,300885,00117
311381,300296,00121
311385,301128,00121
311391,300542,00114
311393,300110,00122
311394,300496,00122
311396,300628,00115
311398,300262,00115
311399,300209,00115
311401,300209,00115
311402,300584,00116
311406,300540,00114
311407,300540,00114
311413,300448,00122
311414,300667,00116
311415,300919,00116
311416,300311,00115
311417,300983,00116
311418,300990,00116
311420,300349,00114
311421,300913,00115
311422,300321,00114
311423,300415,00116
311424,301098,00114
311428,300350,00115
311429,300308,00115
311430,300510,00116
311432,300502,00122
311433,300901,00115
311434,300266,00116
311439,300323,00114
311441,300811,00122
311443,300838,00114
311448,300203,00116
311454,300733,00119
311455,300906,00119
311459,300730,00119
311460,300392,00119
311461,301027,00119
311462,300487,00119
311466,300424,00119
311468,300491,00120
311469,300491,00120
311470,300900,00119
311476,300687,00120
311477,300733,00119
311479,300731,00119
311483,300786,00120
311486,300461,00119
311487,300430,00120
311488,300403,00120
311489,300381,00120
311491,300428,00120
311494,300625,00112
311495,300943,00112
311496,300623,00114
311497,300443,00112
311499,300704,00112
311500,300820,00113
311504,300481,00111
311505,300116,00111
311506,300480,00111
311507,300116,00111
311511,300149,00111
311512,300303,00113
311513,300300,00113
311514,300506,00111
311515,300506,00111
311516,300028,00111
311517,300378,00111
311518,300028,00111
311519,300378,00111
311520,300691,00111
311521,300028,00111
311522,300562,00113
311523,300197,00113
311526,300963,00113
311527,300188,00113
311528,300195,00113
311529,300303,00113
311533,300134,00113
311537,300296,00121
311538,300604,00121
311540,300414,00121
311541,300364,00117
311546,300373,00118
311548,300594,00121
311550,300361,00117
311551,300755,00117
311553,300528,00118
311556,300602,00118
311557,300413,00118
311560,300646,00117
311562,300498,00117
311563,300843,00121
311565,300457,00118
311568,300723,00118
311571,300508,00121
311572,300663,00121
311575,300642,00117
311576,300180,00117
311578,300724,00118
311579,300722,00118
311580,300180,00117
311583,300248,00121
311584,301125,00118
311585,300987,00118
311586,301126,00121
311588,300644,00117
311590,300605,00121
311595,300282,00111
311596,301085,00111
311597,300825,00111
311598,300960,00112
311603,300578,00112
311605,300376,00112
311606,300352,00114
311608,300352,00114
311610,300062,00114
311612,300482,00114
311619,300471,00114
311620,300107,00114
311622,300154,00114
311625,300773,00101
311627,300718,00101
311628,300169,00101
311630,300611,00101
311631,300042,00101
311633,300701,00101
311634,300169,00101
311635,300351,00101
311637,300937,00101
311638,300631,00101
311639,300611,00101
311643,301071,00101
311647,300607,00101
311648,300549,00121
311651,300551,00121
311652,300600,00121
311653,300558,00121
311654,300844,00121
311655,300313,00121
311656,300674,00118
311657,300373,00118
311658,300405,00117
311659,300405,00117
311660,300894,00117
311663,300755,00117
311665,300833,00121
311666,300844,00121
311667,300296,00121
311670,300338,00118
311671,300488,00117
311672,300601,00118
311673,300581,00118
311674,300843,00121
311676,300397,00121
311677,300726,00118
311678,300187,00121
311679,300639,00121
311683,300991,00115
311687,300259,00115
311690,300265,00116
311695,300539,00122
311698,300936,00122
311704,300203,00116
311705,300822,00115
311708,300925,00116
311710,300321,00114
311712,300917,00114
311713,300917,00114
311715,300210,00115
311717,300732,00119
311718,300731,00119
311720,300731,00119
311728,300689,00120
311736,300487,00119
311739,300430,00120
311741,300463,00120
311743,300403,00120
311745,300810,00119
311746,300681,00119
311747,300683,00119
311751,300444,00112
311753,300988,00113
311757,300958,00111
311764,300239,00111
311765,301058,00111
311766,300331,00111
311768,300989,00123
311769,300772,00123
311770,300051,00111
311772,300232,00111
311774,300092,00111
311775,300442,00111
311777,300092,00111
311779,300149,00111
311781,301068,00114
311782,300152,00114
311783,301068,00114
311784,300046,00114
311785,300954,00114
311786,301050,00112
311787,300379,00114
311788,300124,00112
311790,300289,00111
311796,300068,00114
311798,300468,00114
311799,300391,00114
311802,300129,00114
311803,300068,00114
311808,300206,00114
311809,300468,00114
311814,300588,00117
311816,300885,00117
311819,300554,00118
311821,300997,00118
311823,300554,00118
311824,300508,00121
311826,301057,00117
311827,300386,00117
311828,300646,00117
311830,300338,00118
311834,300454,00118
311835,300592,00118
311838,300313,00121
311843,300725,00121
311847,300245,00121
311849,300390,00122
311850,300390,00122
311851,300879,00115
311852,300982,00122
311853,300879,00115
311855,300982,00122
311856,301012,00115
311857,300453,00122
311858,300453,00122
311860,300269,00122
311864,300533,00122
311866,300269,00122
311870,300886,00116
311875,300319,00116
311876,300319,00116
311877,300269,00122
311881,300144,00114
311882,300826,00115
311883,301024,00120
311888,300401,00120
311889,300627,00120
311890,300627,00120
311896,300478,00119
311897,300478,00119
311899,300687,00120
311906,300687,00120
311907,300687,00120
311911,300784,00120
311913,300783,00120
311917,300682,00119
311922,300430,00120
311923,300181,00119
311927,300810,00119
311928,300380,00112
311930,300256,00112
311933,300619,00112
311936,300332,00111
311937,300855,00111
311938,300746,00111
311941,300943,00112
311943,300301,00112
311944,300341,00114
311947,300941,00112
311948,300161,00123
311949,300162,00123
311951,301037,00123
311953,301032,00123
311955,300118,00111
311956,300123,00111
311959,300742,00111
311960,300746,00111
311961,300747,00112
311963,300353,00114
311964,301011,00114
