MAZ,gq_num_hh,gq_type_univ,gq_type_mil,gq_type_othnon
712416,0.00,0.00,0.00,0.00
712417,5.28,0.00,0.00,5.28
712419,0.00,0.00,0.00,0.00
712425,0.00,0.00,0.00,0.00
712437,0.88,0.00,0.00,0.88
712440,0.00,0.00,0.00,0.00
712441,0.00,0.00,0.00,0.00
712443,0.00,0.00,0.00,0.00
712445,0.00,0.00,0.00,0.00
712447,0.00,0.00,0.00,0.00
712449,0.00,0.00,0.00,0.00
712450,0.00,0.00,0.00,0.00
712454,0.00,0.00,0.00,0.00
712458,0.00,0.00,0.00,0.00
712460,0.00,0.00,0.00,0.00
712461,6.16,0.00,0.00,6.16
712463,0.00,0.00,0.00,0.00
712466,0.00,0.00,0.00,0.00
712467,0.00,0.00,0.00,0.00
712468,0.00,0.00,0.00,0.00
712469,0.00,0.00,0.00,0.00
712470,0.00,0.00,0.00,0.00
712476,0.00,0.00,0.00,0.00
712477,0.00,0.00,0.00,0.00
712478,0.00,0.00,0.00,0.00
712480,0.00,0.00,0.00,0.00
712486,4.40,0.00,0.00,4.40
712493,0.00,0.00,0.00,0.00
712497,0.00,0.00,0.00,0.00
712498,0.00,0.00,0.00,0.00
712503,4.40,0.00,0.00,4.40
712507,0.00,0.00,0.00,0.00
712519,0.00,0.00,0.00,0.00
712520,0.00,0.00,0.00,0.00
712532,0.00,0.00,0.00,0.00
712538,0.00,0.00,0.00,0.00
712545,0.00,0.00,0.00,0.00
712546,31.66,0.00,0.00,31.66
712556,0.00,0.00,0.00,0.00
712562,0.00,0.00,0.00,0.00
712563,0.00,0.00,0.00,0.00
712568,0.00,0.00,0.00,0.00
712570,0.00,0.00,0.00,0.00
712575,0.00,0.00,0.00,0.00
712577,0.00,0.00,0.00,0.00
712583,0.00,0.00,0.00,0.00
712585,5.28,0.00,0.00,5.28
712586,0.00,0.00,0.00,0.00
712587,0.00,0.00,0.00,0.00
712588,0.00,0.00,0.00,0.00
712589,0.00,0.00,0.00,0.00
712591,0.00,0.00,0.00,0.00
712592,0.00,0.00,0.00,0.00
712594,0.00,0.00,0.00,0.00
712595,0.00,0.00,0.00,0.00
712596,0.00,0.00,0.00,0.00
712597,0.00,0.00,0.00,0.00
712598,5.28,0.00,0.00,5.28
712604,4.40,0.00,0.00,4.40
712608,0.00,0.00,0.00,0.00
712609,0.00,0.00,0.00,0.00
712610,0.00,0.00,0.00,0.00
712616,0.00,0.00,0.00,0.00
712619,0.00,0.00,0.00,0.00
712635,0.00,0.00,0.00,0.00
712637,0.00,0.00,0.00,0.00
712648,0.00,0.00,0.00,0.00
712651,0.00,0.00,0.00,0.00
712653,0.00,0.00,0.00,0.00
712654,0.00,0.00,0.00,0.00
712659,0.00,0.00,0.00,0.00
712661,0.00,0.00,0.00,0.00
712662,0.00,0.00,0.00,0.00
712677,0.00,0.00,0.00,0.00
712679,0.00,0.00,0.00,0.00
712680,0.00,0.00,0.00,0.00
712681,0.00,0.00,0.00,0.00
712682,0.00,0.00,0.00,0.00
712684,0.00,0.00,0.00,0.00
712685,0.00,0.00,0.00,0.00
712686,0.00,0.00,0.00,0.00
712692,0.00,0.00,0.00,0.00
712693,0.00,0.00,0.00,0.00
712697,0.00,0.00,0.00,0.00
712703,0.00,0.00,0.00,0.00
712704,0.00,0.00,0.00,0.00
712708,0.00,0.00,0.00,0.00
712710,0.00,0.00,0.00,0.00
712711,0.00,0.00,0.00,0.00
712714,0.00,0.00,0.00,0.00
712718,0.00,0.00,0.00,0.00
712723,0.00,0.00,0.00,0.00
712728,0.00,0.00,0.00,0.00
712729,0.00,0.00,0.00,0.00
712730,0.00,0.00,0.00,0.00
712731,0.00,0.00,0.00,0.00
712733,0.00,0.00,0.00,0.00
712734,0.00,0.00,0.00,0.00
712736,0.00,0.00,0.00,0.00
712737,0.00,0.00,0.00,0.00
712749,0.00,0.00,0.00,0.00
712754,0.00,0.00,0.00,0.00
712755,0.00,0.00,0.00,0.00
712757,0.00,0.00,0.00,0.00
712758,0.00,0.00,0.00,0.00
712760,0.00,0.00,0.00,0.00
712763,0.00,0.00,0.00,0.00
712766,0.00,0.00,0.00,0.00
712768,0.00,0.00,0.00,0.00
712770,0.00,0.00,0.00,0.00
712780,0.00,0.00,0.00,0.00
712781,0.00,0.00,0.00,0.00
712784,0.00,0.00,0.00,0.00
712785,0.00,0.00,0.00,0.00
712786,0.00,0.00,0.00,0.00
712795,0.00,0.00,0.00,0.00
712796,0.00,0.00,0.00,0.00
712797,0.00,0.00,0.00,0.00
712798,0.00,0.00,0.00,0.00
712801,0.00,0.00,0.00,0.00
712805,0.00,0.00,0.00,0.00
712813,0.00,0.00,0.00,0.00
712814,0.00,0.00,0.00,0.00
712816,0.00,0.00,0.00,0.00
712820,0.00,0.00,0.00,0.00
712822,0.00,0.00,0.00,0.00
712823,0.00,0.00,0.00,0.00
712824,0.00,0.00,0.00,0.00
712827,0.00,0.00,0.00,0.00
712835,0.00,0.00,0.00,0.00
712836,0.00,0.00,0.00,0.00
712839,0.00,0.00,0.00,0.00
712845,0.00,0.00,0.00,0.00
712846,0.00,0.00,0.00,0.00
712847,0.00,0.00,0.00,0.00
712848,0.00,0.00,0.00,0.00
712849,0.00,0.00,0.00,0.00
712850,0.00,0.00,0.00,0.00
712855,0.00,0.00,0.00,0.00
712858,0.00,0.00,0.00,0.00
712859,0.00,0.00,0.00,0.00
712860,0.00,0.00,0.00,0.00
712862,0.00,0.00,0.00,0.00
712863,0.00,0.00,0.00,0.00
712864,0.00,0.00,0.00,0.00
712865,0.00,0.00,0.00,0.00
712866,0.00,0.00,0.00,0.00
712871,0.00,0.00,0.00,0.00
712878,0.00,0.00,0.00,0.00
712880,0.00,0.00,0.00,0.00
712882,0.00,0.00,0.00,0.00
712888,0.00,0.00,0.00,0.00
712891,0.00,0.00,0.00,0.00
712892,0.00,0.00,0.00,0.00
712894,0.00,0.00,0.00,0.00
712895,0.00,0.00,0.00,0.00
712898,0.00,0.00,0.00,0.00
712899,0.00,0.00,0.00,0.00
712901,0.00,0.00,0.00,0.00
712915,0.00,0.00,0.00,0.00
712917,0.00,0.00,0.00,0.00
712923,0.00,0.00,0.00,0.00
712925,0.00,0.00,0.00,0.00
712929,0.00,0.00,0.00,0.00
712930,0.00,0.00,0.00,0.00
712931,0.00,0.00,0.00,0.00
712935,6.16,0.00,0.00,6.16
712936,0.00,0.00,0.00,0.00
712939,0.00,0.00,0.00,0.00
712940,0.00,0.00,0.00,0.00
712948,0.00,0.00,0.00,0.00
712949,0.00,0.00,0.00,0.00
712953,0.00,0.00,0.00,0.00
712958,0.00,0.00,0.00,0.00
712959,0.00,0.00,0.00,0.00
712961,0.00,0.00,0.00,0.00
712962,0.00,0.00,0.00,0.00
712964,7.92,0.00,0.00,7.92
712965,0.00,0.00,0.00,0.00
712968,5.28,0.00,0.00,5.28
712971,0.00,0.00,0.00,0.00
712978,0.00,0.00,0.00,0.00
712986,0.00,0.00,0.00,0.00
712988,0.00,0.00,0.00,0.00
713011,0.00,0.00,0.00,0.00
713013,0.00,0.00,0.00,0.00
713014,0.00,0.00,0.00,0.00
713015,0.00,0.00,0.00,0.00
713016,0.00,0.00,0.00,0.00
713017,0.00,0.00,0.00,0.00
713018,0.00,0.00,0.00,0.00
713019,0.00,0.00,0.00,0.00
713021,0.00,0.00,0.00,0.00
713022,0.00,0.00,0.00,0.00
713023,0.00,0.00,0.00,0.00
713027,0.00,0.00,0.00,0.00
713029,0.00,0.00,0.00,0.00
713031,0.00,0.00,0.00,0.00
713032,0.00,0.00,0.00,0.00
713034,0.00,0.00,0.00,0.00
713040,0.00,0.00,0.00,0.00
713056,0.00,0.00,0.00,0.00
713060,0.00,0.00,0.00,0.00
713070,0.00,0.00,0.00,0.00
713071,0.00,0.00,0.00,0.00
713079,0.00,0.00,0.00,0.00
713080,0.00,0.00,0.00,0.00
713086,0.00,0.00,0.00,0.00
713089,0.00,0.00,0.00,0.00
713100,0.00,0.00,0.00,0.00
713108,0.00,0.00,0.00,0.00
713117,0.00,0.00,0.00,0.00
713119,0.00,0.00,0.00,0.00
713125,3.52,0.00,0.00,3.52
713129,0.00,0.00,0.00,0.00
713131,0.00,0.00,0.00,0.00
713141,0.00,0.00,0.00,0.00
713142,0.00,0.00,0.00,0.00
713146,0.00,0.00,0.00,0.00
713149,0.00,0.00,0.00,0.00
713150,0.00,0.00,0.00,0.00
713152,0.00,0.00,0.00,0.00
713153,0.00,0.00,0.00,0.00
713154,0.00,0.00,0.00,0.00
713156,0.00,0.00,0.00,0.00
713161,0.00,0.00,0.00,0.00
713164,7.04,0.00,0.00,7.04
713167,0.00,0.00,0.00,0.00
713184,0.00,0.00,0.00,0.00
713185,0.00,0.00,0.00,0.00
713190,0.00,0.00,0.00,0.00
713191,0.00,0.00,0.00,0.00
713192,0.00,0.00,0.00,0.00
713194,0.00,0.00,0.00,0.00
713199,0.00,0.00,0.00,0.00
713206,0.00,0.00,0.00,0.00
713207,0.00,0.00,0.00,0.00
713210,0.00,0.00,0.00,0.00
713219,0.00,0.00,0.00,0.00
713224,0.00,0.00,0.00,0.00
713227,0.00,0.00,0.00,0.00
713232,0.00,0.00,0.00,0.00
713233,4.40,0.00,0.00,4.40
713236,0.00,0.00,0.00,0.00
713238,5.28,0.00,0.00,5.28
713246,0.00,0.00,0.00,0.00
713247,0.00,0.00,0.00,0.00
713248,0.00,0.00,0.00,0.00
713249,0.00,0.00,0.00,0.00
713250,0.00,0.00,0.00,0.00
713253,0.00,0.00,0.00,0.00
713256,0.00,0.00,0.00,0.00
713260,0.00,0.00,0.00,0.00
713269,0.00,0.00,0.00,0.00
713272,0.00,0.00,0.00,0.00
713277,0.00,0.00,0.00,0.00
713283,0.00,0.00,0.00,0.00
713287,0.00,0.00,0.00,0.00
713291,0.00,0.00,0.00,0.00
713292,0.00,0.00,0.00,0.00
713299,0.00,0.00,0.00,0.00
713301,0.00,0.00,0.00,0.00
713302,0.00,0.00,0.00,0.00
713303,0.00,0.00,0.00,0.00
713306,0.00,0.00,0.00,0.00
713307,0.00,0.00,0.00,0.00
713310,7.04,0.00,0.00,7.04
713316,0.00,0.00,0.00,0.00
713317,0.00,0.00,0.00,0.00
713321,0.00,0.00,0.00,0.00
713333,0.00,0.00,0.00,0.00
713337,0.00,0.00,0.00,0.00
713340,0.00,0.00,0.00,0.00
713341,0.00,0.00,0.00,0.00
713344,0.00,0.00,0.00,0.00
713347,0.00,0.00,0.00,0.00
713354,0.00,0.00,0.00,0.00
713356,0.00,0.00,0.00,0.00
713362,0.00,0.00,0.00,0.00
713363,0.00,0.00,0.00,0.00
713364,0.00,0.00,0.00,0.00
713367,0.00,0.00,0.00,0.00
713369,0.00,0.00,0.00,0.00
713374,0.00,0.00,0.00,0.00
713376,0.00,0.00,0.00,0.00
713386,0.00,0.00,0.00,0.00
713389,0.00,0.00,0.00,0.00
713391,0.00,0.00,0.00,0.00
713394,0.00,0.00,0.00,0.00
713398,0.00,0.00,0.00,0.00
713410,0.00,0.00,0.00,0.00
713413,0.00,0.00,0.00,0.00
713419,0.00,0.00,0.00,0.00
713421,0.00,0.00,0.00,0.00
713422,0.00,0.00,0.00,0.00
713423,0.00,0.00,0.00,0.00
713432,0.00,0.00,0.00,0.00
713446,0.00,0.00,0.00,0.00
713450,0.00,0.00,0.00,0.00
713451,0.00,0.00,0.00,0.00
713453,0.00,0.00,0.00,0.00
713456,0.00,0.00,0.00,0.00
713459,0.00,0.00,0.00,0.00
713461,0.00,0.00,0.00,0.00
713464,0.00,0.00,0.00,0.00
713466,0.00,0.00,0.00,0.00
713467,0.00,0.00,0.00,0.00
713469,0.00,0.00,0.00,0.00
713475,0.00,0.00,0.00,0.00
713478,0.00,0.00,0.00,0.00
713481,0.00,0.00,0.00,0.00
713484,12.31,0.00,0.00,12.31
713489,5.28,0.00,0.00,5.28
713493,0.00,0.00,0.00,0.00
713499,0.00,0.00,0.00,0.00
713502,6.16,0.00,0.00,6.16
713506,3.52,0.00,0.00,3.52
713508,7.04,0.00,0.00,7.04
713509,0.00,0.00,0.00,0.00
713512,0.00,0.00,0.00,0.00
713537,0.00,0.00,0.00,0.00
713538,0.00,0.00,0.00,0.00
713539,0.00,0.00,0.00,0.00
713543,0.00,0.00,0.00,0.00
713555,0.00,0.00,0.00,0.00
713562,0.00,0.00,0.00,0.00
713572,0.00,0.00,0.00,0.00
713575,0.00,0.00,0.00,0.00
713579,0.00,0.00,0.00,0.00
713582,0.00,0.00,0.00,0.00
713588,0.00,0.00,0.00,0.00
713591,0.00,0.00,0.00,0.00
713603,0.00,0.00,0.00,0.00
713605,9.67,0.00,0.00,9.67
713607,8.80,0.00,0.00,8.80
713608,0.00,0.00,0.00,0.00
713610,0.00,0.00,0.00,0.00
713613,0.00,0.00,0.00,0.00
713616,3.52,0.00,0.00,3.52
713617,0.00,0.00,0.00,0.00
713618,0.00,0.00,0.00,0.00
713620,0.00,0.00,0.00,0.00
713621,0.00,0.00,0.00,0.00
713622,0.00,0.00,0.00,0.00
713624,0.00,0.00,0.00,0.00
713625,0.00,0.00,0.00,0.00
713637,0.00,0.00,0.00,0.00
713653,0.00,0.00,0.00,0.00
713655,0.00,0.00,0.00,0.00
713657,0.00,0.00,0.00,0.00
713659,0.00,0.00,0.00,0.00
713661,40.46,0.00,0.00,40.46
713664,0.00,0.00,0.00,0.00
713666,0.00,0.00,0.00,0.00
713669,0.00,0.00,0.00,0.00
713677,0.00,0.00,0.00,0.00
713680,0.00,0.00,0.00,0.00
713684,0.00,0.00,0.00,0.00
713687,0.00,0.00,0.00,0.00
713688,0.00,0.00,0.00,0.00
713690,0.00,0.00,0.00,0.00
713695,0.00,0.00,0.00,0.00
713698,0.00,0.00,0.00,0.00
713703,0.00,0.00,0.00,0.00
713710,0.00,0.00,0.00,0.00
713712,0.00,0.00,0.00,0.00
713713,0.00,0.00,0.00,0.00
713714,0.00,0.00,0.00,0.00
713718,0.00,0.00,0.00,0.00
713719,0.00,0.00,0.00,0.00
713721,0.00,0.00,0.00,0.00
713722,0.00,0.00,0.00,0.00
713723,0.00,0.00,0.00,0.00
713727,0.00,0.00,0.00,0.00
713736,0.00,0.00,0.00,0.00
713738,0.00,0.00,0.00,0.00
713739,0.00,0.00,0.00,0.00
713742,0.00,0.00,0.00,0.00
713744,0.00,0.00,0.00,0.00
713746,0.00,0.00,0.00,0.00
713748,0.00,0.00,0.00,0.00
713766,0.00,0.00,0.00,0.00
713769,0.00,0.00,0.00,0.00
713770,0.00,0.00,0.00,0.00
713771,0.00,0.00,0.00,0.00
713775,0.00,0.00,0.00,0.00
713778,0.00,0.00,0.00,0.00
713784,0.00,0.00,0.00,0.00
713792,0.00,0.00,0.00,0.00
713793,0.00,0.00,0.00,0.00
713800,0.00,0.00,0.00,0.00
713802,0.00,0.00,0.00,0.00
713819,0.00,0.00,0.00,0.00
713820,20.23,0.00,0.00,20.23
713822,0.00,0.00,0.00,0.00
713830,0.00,0.00,0.00,0.00
713833,0.00,0.00,0.00,0.00
713835,0.00,0.00,0.00,0.00
713840,0.00,0.00,0.00,0.00
713841,0.00,0.00,0.00,0.00
713842,0.00,0.00,0.00,0.00
713843,0.00,0.00,0.00,0.00
713844,0.00,0.00,0.00,0.00
713845,0.00,0.00,0.00,0.00
713847,0.00,0.00,0.00,0.00
713849,0.00,0.00,0.00,0.00
713850,0.00,0.00,0.00,0.00
713851,0.00,0.00,0.00,0.00
713853,0.00,0.00,0.00,0.00
713857,0.00,0.00,0.00,0.00
713859,0.00,0.00,0.00,0.00
713860,0.00,0.00,0.00,0.00
713862,0.00,0.00,0.00,0.00
713863,0.00,0.00,0.00,0.00
713864,5.28,0.00,0.00,5.28
713868,0.00,0.00,0.00,0.00
713869,14.07,0.00,0.00,14.07
713873,0.00,0.00,0.00,0.00
713875,0.00,0.00,0.00,0.00
713879,0.00,0.00,0.00,0.00
713880,0.00,0.00,0.00,0.00
713887,0.00,0.00,0.00,0.00
713888,14.95,0.00,0.00,14.95
713891,0.00,0.00,0.00,0.00
713900,0.00,0.00,0.00,0.00
713901,0.00,0.00,0.00,0.00
713904,0.00,0.00,0.00,0.00
713927,0.00,0.00,0.00,0.00
713929,0.00,0.00,0.00,0.00
713933,0.00,0.00,0.00,0.00
713934,0.00,0.00,0.00,0.00
713937,0.00,0.00,0.00,0.00
713948,0.00,0.00,0.00,0.00
713950,0.00,0.00,0.00,0.00
713952,0.00,0.00,0.00,0.00
713957,0.00,0.00,0.00,0.00
713959,2.64,0.00,0.00,2.64
713962,0.00,0.00,0.00,0.00
713964,0.00,0.00,0.00,0.00
713974,0.00,0.00,0.00,0.00
713976,0.00,0.00,0.00,0.00
713977,0.00,0.00,0.00,0.00
713980,0.00,0.00,0.00,0.00
713985,0.00,0.00,0.00,0.00
713990,0.00,0.00,0.00,0.00
714005,0.00,0.00,0.00,0.00
714006,0.88,0.00,0.00,0.88
714012,0.00,0.00,0.00,0.00
714025,0.00,0.00,0.00,0.00
714033,10.55,0.00,0.00,10.55
714040,0.00,0.00,0.00,0.00
714044,0.00,0.00,0.00,0.00
714046,0.00,0.00,0.00,0.00
714051,0.00,0.00,0.00,0.00
714054,0.00,0.00,0.00,0.00
714057,0.00,0.00,0.00,0.00
714068,0.00,0.00,0.00,0.00
714069,0.00,0.00,0.00,0.00
714070,0.00,0.00,0.00,0.00
714076,0.00,0.00,0.00,0.00
714087,0.00,0.00,0.00,0.00
714089,0.00,0.00,0.00,0.00
714090,0.00,0.00,0.00,0.00
714096,5.28,0.00,0.00,5.28
714101,0.00,0.00,0.00,0.00
714107,0.00,0.00,0.00,0.00
714111,0.00,0.00,0.00,0.00
714122,0.00,0.00,0.00,0.00
714129,0.00,0.00,0.00,0.00
714130,0.00,0.00,0.00,0.00
714134,0.00,0.00,0.00,0.00
714136,0.00,0.00,0.00,0.00
714137,0.88,0.00,0.00,0.88
714138,30.78,0.00,0.00,30.78
714141,0.00,0.00,0.00,0.00
714146,0.00,0.00,0.00,0.00
714147,0.00,0.00,0.00,0.00
714149,0.00,0.00,0.00,0.00
714194,0.00,0.00,0.00,0.00
714196,0.00,0.00,0.00,0.00
714206,0.00,0.00,0.00,0.00
714212,0.00,0.00,0.00,0.00
714219,0.00,0.00,0.00,0.00
714225,0.00,0.00,0.00,0.00
714226,0.00,0.00,0.00,0.00
714229,0.00,0.00,0.00,0.00
714232,0.00,0.00,0.00,0.00
714233,0.00,0.00,0.00,0.00
714242,14.07,0.00,0.00,14.07
714243,12.31,0.00,0.00,12.31
714245,0.00,0.00,0.00,0.00
714246,0.00,0.00,0.00,0.00
714247,0.00,0.00,0.00,0.00
714253,0.00,0.00,0.00,0.00
714254,0.00,0.00,0.00,0.00
714255,0.00,0.00,0.00,0.00
714260,0.00,0.00,0.00,0.00
714261,0.00,0.00,0.00,0.00
714267,0.00,0.00,0.00,0.00
714268,0.00,0.00,0.00,0.00
714269,0.00,0.00,0.00,0.00
714272,0.00,0.00,0.00,0.00
714274,0.00,0.00,0.00,0.00
714275,0.00,0.00,0.00,0.00
714277,0.00,0.00,0.00,0.00
714278,0.00,0.00,0.00,0.00
714285,5.28,0.00,0.00,5.28
714286,0.00,0.00,0.00,0.00
714299,0.00,0.00,0.00,0.00
714304,0.00,0.00,0.00,0.00
714305,5.28,0.00,0.00,5.28
714326,0.00,0.00,0.00,0.00
714334,0.00,0.00,0.00,0.00
714336,0.00,0.00,0.00,0.00
714337,0.00,0.00,0.00,0.00
714339,0.00,0.00,0.00,0.00
714340,0.00,0.00,0.00,0.00
714341,0.00,0.00,0.00,0.00
714343,0.00,0.00,0.00,0.00
714344,0.00,0.00,0.00,0.00
714348,0.00,0.00,0.00,0.00
714350,0.00,0.00,0.00,0.00
714351,0.00,0.00,0.00,0.00
714355,0.00,0.00,0.00,0.00
714356,0.00,0.00,0.00,0.00
714357,0.00,0.00,0.00,0.00
714360,0.00,0.00,0.00,0.00
714361,7.04,0.00,0.00,7.04
714362,3.52,0.00,0.00,3.52
714364,0.00,0.00,0.00,0.00
714367,0.00,0.00,0.00,0.00
714370,0.00,0.00,0.00,0.00
714378,0.00,0.00,0.00,0.00
714379,0.00,0.00,0.00,0.00
714380,0.00,0.00,0.00,0.00
714383,0.00,0.00,0.00,0.00
714384,0.00,0.00,0.00,0.00
714389,7.92,0.00,0.00,7.92
714391,0.00,0.00,0.00,0.00
714401,0.00,0.00,0.00,0.00
714404,0.00,0.00,0.00,0.00
714408,0.00,0.00,0.00,0.00
714409,0.00,0.00,0.00,0.00
714411,4.40,0.00,0.00,4.40
714413,0.00,0.00,0.00,0.00
714421,0.00,0.00,0.00,0.00
714434,0.00,0.00,0.00,0.00
714443,0.00,0.00,0.00,0.00
714446,0.00,0.00,0.00,0.00
714452,0.00,0.00,0.00,0.00
714454,0.00,0.00,0.00,0.00
714458,0.00,0.00,0.00,0.00
714459,0.00,0.00,0.00,0.00
714461,0.00,0.00,0.00,0.00
714465,0.00,0.00,0.00,0.00
714466,0.00,0.00,0.00,0.00
714468,0.00,0.00,0.00,0.00
714469,0.00,0.00,0.00,0.00
714480,0.00,0.00,0.00,0.00
714481,0.00,0.00,0.00,0.00
714482,0.00,0.00,0.00,0.00
714483,0.00,0.00,0.00,0.00
714485,0.00,0.00,0.00,0.00
714489,0.00,0.00,0.00,0.00
714490,0.00,0.00,0.00,0.00
714491,0.00,0.00,0.00,0.00
714493,0.00,0.00,0.00,0.00
714494,0.00,0.00,0.00,0.00
714495,0.00,0.00,0.00,0.00
714496,0.00,0.00,0.00,0.00
714500,0.00,0.00,0.00,0.00
714516,0.00,0.00,0.00,0.00
714519,0.00,0.00,0.00,0.00
714525,0.00,0.00,0.00,0.00
714527,0.00,0.00,0.00,0.00
714531,0.00,0.00,0.00,0.00
714532,0.00,0.00,0.00,0.00
714537,0.00,0.00,0.00,0.00
714540,0.00,0.00,0.00,0.00
714542,0.00,0.00,0.00,0.00
714561,0.00,0.00,0.00,0.00
714566,5.28,0.00,0.00,5.28
714567,0.00,0.00,0.00,0.00
714569,0.00,0.00,0.00,0.00
714571,0.00,0.00,0.00,0.00
714572,0.00,0.00,0.00,0.00
714573,0.00,0.00,0.00,0.00
714574,0.00,0.00,0.00,0.00
714576,29.02,0.00,0.00,29.02
714577,0.00,0.00,0.00,0.00
714581,0.00,0.00,0.00,0.00
714582,7.92,0.00,0.00,7.92
714583,4.40,0.00,0.00,4.40
714584,0.00,0.00,0.00,0.00
714586,0.00,0.00,0.00,0.00
714587,0.00,0.00,0.00,0.00
714589,7.04,0.00,0.00,7.04
714591,0.00,0.00,0.00,0.00
714593,0.00,0.00,0.00,0.00
714596,0.00,0.00,0.00,0.00
714600,0.00,0.00,0.00,0.00
714604,0.00,0.00,0.00,0.00
714606,0.00,0.00,0.00,0.00
714607,0.00,0.00,0.00,0.00
714612,0.00,0.00,0.00,0.00
714613,0.00,0.00,0.00,0.00
714614,0.00,0.00,0.00,0.00
714615,0.00,0.00,0.00,0.00
714618,0.00,0.00,0.00,0.00
714621,0.00,0.00,0.00,0.00
714622,0.00,0.00,0.00,0.00
714623,0.00,0.00,0.00,0.00
714624,0.00,0.00,0.00,0.00
714625,0.00,0.00,0.00,0.00
714626,0.00,0.00,0.00,0.00
714629,0.00,0.00,0.00,0.00
714637,0.00,0.00,0.00,0.00
714638,0.00,0.00,0.00,0.00
714639,0.00,0.00,0.00,0.00
714647,0.00,0.00,0.00,0.00
714653,0.00,0.00,0.00,0.00
714655,0.00,0.00,0.00,0.00
714664,0.00,0.00,0.00,0.00
714665,21.99,0.00,0.00,21.99
714675,0.00,0.00,0.00,0.00
714684,0.00,0.00,0.00,0.00
714687,0.00,0.00,0.00,0.00
714689,0.00,0.00,0.00,0.00
714690,0.00,0.00,0.00,0.00
714691,0.00,0.00,0.00,0.00
714705,0.00,0.00,0.00,0.00
714709,0.00,0.00,0.00,0.00
714710,0.00,0.00,0.00,0.00
714721,0.00,0.00,0.00,0.00
714737,0.00,0.00,0.00,0.00
714738,0.00,0.00,0.00,0.00
714739,0.00,0.00,0.00,0.00
714740,0.00,0.00,0.00,0.00
714746,0.00,0.00,0.00,0.00
714751,0.00,0.00,0.00,0.00
714757,0.00,0.00,0.00,0.00
714758,10.55,0.00,0.00,10.55
714761,0.00,0.00,0.00,0.00
714762,0.00,0.00,0.00,0.00
714765,0.00,0.00,0.00,0.00
714775,0.00,0.00,0.00,0.00
714777,0.00,0.00,0.00,0.00
714783,0.00,0.00,0.00,0.00
714785,0.00,0.00,0.00,0.00
714789,0.00,0.00,0.00,0.00
714794,0.00,0.00,0.00,0.00
714798,0.00,0.00,0.00,0.00
714803,0.00,0.00,0.00,0.00
714813,0.00,0.00,0.00,0.00
714815,0.00,0.00,0.00,0.00
714816,0.00,0.00,0.00,0.00
714827,0.00,0.00,0.00,0.00
714834,0.00,0.00,0.00,0.00
714835,0.00,0.00,0.00,0.00
714836,0.00,0.00,0.00,0.00
714839,0.00,0.00,0.00,0.00
714843,0.00,0.00,0.00,0.00
714845,0.00,0.00,0.00,0.00
714852,0.00,0.00,0.00,0.00
714853,0.00,0.00,0.00,0.00
714855,0.00,0.00,0.00,0.00
714856,0.00,0.00,0.00,0.00
714858,7.04,0.00,0.00,7.04
714863,0.00,0.00,0.00,0.00
714864,0.00,0.00,0.00,0.00
714878,0.00,0.00,0.00,0.00
714880,0.00,0.00,0.00,0.00
714885,0.00,0.00,0.00,0.00
714890,0.00,0.00,0.00,0.00
714899,0.00,0.00,0.00,0.00
714902,0.00,0.00,0.00,0.00
714908,0.00,0.00,0.00,0.00
714909,0.00,0.00,0.00,0.00
714913,0.00,0.00,0.00,0.00
714922,0.00,0.00,0.00,0.00
714932,18.47,0.00,0.00,18.47
714933,0.00,0.00,0.00,0.00
714934,0.00,0.00,0.00,0.00
714937,0.00,0.00,0.00,0.00
714942,0.00,0.00,0.00,0.00
714944,0.00,0.00,0.00,0.00
714945,0.00,0.00,0.00,0.00
714946,0.00,0.00,0.00,0.00
714958,0.00,0.00,0.00,0.00
714961,0.00,0.00,0.00,0.00
714966,0.00,0.00,0.00,0.00
714968,0.00,0.00,0.00,0.00
714976,0.00,0.00,0.00,0.00
714978,0.00,0.00,0.00,0.00
714994,0.00,0.00,0.00,0.00
714996,0.00,0.00,0.00,0.00
714997,0.00,0.00,0.00,0.00
715001,0.00,0.00,0.00,0.00
715003,0.00,0.00,0.00,0.00
715004,0.00,0.00,0.00,0.00
715007,0.00,0.00,0.00,0.00
715010,0.00,0.00,0.00,0.00
715016,0.00,0.00,0.00,0.00
715021,0.00,0.00,0.00,0.00
715023,11.43,0.00,0.00,11.43
715024,0.00,0.00,0.00,0.00
715028,0.00,0.00,0.00,0.00
715029,0.00,0.00,0.00,0.00
715036,0.00,0.00,0.00,0.00
715040,0.00,0.00,0.00,0.00
715041,0.00,0.00,0.00,0.00
715043,0.00,0.00,0.00,0.00
715044,0.00,0.00,0.00,0.00
715046,0.00,0.00,0.00,0.00
715047,0.00,0.00,0.00,0.00
715059,0.00,0.00,0.00,0.00
715065,0.00,0.00,0.00,0.00
715078,3.52,0.00,0.00,3.52
715096,0.00,0.00,0.00,0.00
715099,0.00,0.00,0.00,0.00
715104,0.00,0.00,0.00,0.00
715105,0.00,0.00,0.00,0.00
715106,0.00,0.00,0.00,0.00
715114,0.00,0.00,0.00,0.00
715118,0.00,0.00,0.00,0.00
715119,0.88,0.00,0.00,0.88
715121,0.00,0.00,0.00,0.00
715122,0.00,0.00,0.00,0.00
715124,0.00,0.00,0.00,0.00
715132,35.18,0.00,0.00,35.18
715137,0.00,0.00,0.00,0.00
715142,0.00,0.00,0.00,0.00
715143,0.00,0.00,0.00,0.00
715146,0.00,0.00,0.00,0.00
