MAZ,num_hh,hh_size_1,hh_size_2,hh_size_3,hh_size_4_plus
11762,76,16,20,8,32
11764,70,15,24,12,19
11767,67,8,17,12,30
11768,78,14,17,14,33
11769,49,14,14,8,13
11770,49,13,12,7,17
11771,127,74,40,12,1
11773,149,82,40,13,14
11774,0,0,0,0,0
11785,0,0,0,0,0
11786,0,0,0,0,0
11790,313,155,124,25,9
11792,37,12,8,10,7
11794,85,25,23,19,18
11795,56,12,19,7,18
11796,57,6,23,11,17
11797,63,15,17,12,19
11798,58,15,18,7,18
11799,0,0,0,0,0
11800,58,6,20,12,20
11801,61,14,21,12,14
11802,53,13,14,7,19
11803,53,8,20,12,13
11804,24,2,8,7,7
11805,41,11,9,11,10
11806,106,35,38,18,15
11807,63,13,23,15,12
11809,67,15,26,14,12
11814,19,2,6,4,7
11816,29,4,5,6,14
11817,62,10,9,12,31
11818,74,10,13,8,43
11819,23,2,5,5,11
11820,76,12,26,7,31
11821,47,6,4,4,33
11822,9,0,4,0,5
11823,50,7,9,10,24
11824,39,8,9,7,15
11826,1,1,0,0,0
11828,32,9,9,7,7
11831,251,136,62,25,28
11839,274,175,75,17,7
11842,31,12,13,4,2
11843,91,26,31,20,14
11845,92,38,30,14,10
11846,80,10,27,16,27
11847,137,50,62,13,12
11848,47,13,15,4,15
11851,51,17,15,8,11
11852,37,10,13,8,6
11853,60,17,16,10,17
11854,60,12,14,15,19
11855,50,11,15,9,15
11856,52,9,16,12,15
11861,75,21,33,8,13
11864,125,34,49,15,27
11867,29,7,13,4,5
11868,20,4,9,5,2
11869,21,3,8,5,5
11871,0,0,0,0,0
11874,166,111,43,10,2
11879,0,0,0,0,0
11881,32,11,15,4,2
11882,69,39,28,0,2
11884,76,21,24,16,15
11887,108,33,47,19,9
11888,86,27,27,14,18
11889,54,18,21,12,3
11890,80,7,12,24,37
11891,50,16,13,9,12
11892,83,25,30,14,14
11893,98,25,35,15,23
11894,55,7,21,11,16
11895,56,5,24,8,19
11897,34,8,8,8,10
11901,108,41,38,10,19
11902,65,10,28,12,15
11903,61,16,18,16,11
11907,103,29,32,18,24
11908,94,21,38,16,19
11911,75,20,17,11,27
11912,126,34,44,21,27
11913,54,11,16,11,16
11914,82,18,37,11,16
11915,52,15,16,9,12
11916,96,40,38,11,7
11917,165,80,71,8,6
11920,156,74,66,12,4
11921,141,91,35,10,5
11922,142,60,61,16,5
11923,147,63,62,14,8
11924,61,22,15,15,9
11925,102,46,43,10,3
11927,0,0,0,0,0
11929,92,20,39,16,17
11930,147,33,35,25,54
11932,95,45,33,7,10
11933,93,50,27,9,7
11934,103,44,41,13,5
11937,91,21,33,22,15
11938,69,25,27,6,11
11939,104,45,30,20,9
11940,40,11,9,9,11
11941,39,11,10,9,9
11942,58,6,16,10,26
11943,78,17,14,16,31
11944,75,14,19,12,30
11945,59,9,7,12,31
11946,39,6,10,5,18
11947,44,0,7,9,28
11948,44,6,3,10,25
11949,51,2,15,5,29
11950,42,6,13,6,17
11951,42,9,6,5,22
11952,41,5,9,11,16
11953,39,7,17,7,8
11954,37,11,16,4,6
11957,46,7,6,10,23
11961,36,12,11,5,8
11964,53,11,14,13,15
11965,55,11,17,7,20
11966,57,18,23,9,7
11967,145,33,68,26,18
11969,105,38,45,15,7
11972,179,73,57,25,24
11973,84,36,35,10,3
11974,83,31,36,11,5
11975,92,39,26,17,10
11976,95,33,34,16,12
11977,56,19,25,12,0
11978,55,13,21,9,12
11979,102,40,39,12,11
11983,0,0,0,0,0
11984,138,31,28,34,45
11985,125,64,38,11,12
11988,70,6,19,15,30
11989,65,12,17,13,23
11991,2,1,1,0,0
11992,19,7,9,2,1
11993,57,25,24,4,4
11997,94,50,32,5,7
11998,90,29,34,12,15
11999,89,35,36,9,9
12001,196,127,53,9,7
12002,196,102,73,15,6
12003,120,67,41,7,5
12004,200,135,49,10,6
12005,145,91,39,7,8
12006,118,74,37,6,1
12007,104,56,39,8,1
12008,119,83,24,8,4
12009,25,8,8,4,5
12010,95,24,35,17,19
12011,75,30,24,13,8
12012,113,41,52,14,6
12014,149,63,52,18,16
12016,101,39,34,20,8
12017,58,17,20,7,14
12020,86,29,34,12,11
12023,301,56,78,69,98
12027,27,3,13,3,8
12028,42,23,13,4,2
12035,103,44,41,8,10
12036,93,40,33,11,9
12037,102,35,48,11,8
12039,37,6,14,5,12
12040,41,10,9,9,13
12041,52,10,19,13,10
12045,48,20,14,9,5
12046,0,0,0,0,0
12050,0,0,0,0,0
12052,38,9,8,4,17
12054,72,10,20,15,27
12057,45,7,13,9,16
12060,123,42,49,23,9
12064,122,22,26,28,46
12070,28,2,8,9,9
12071,36,7,6,7,16
12072,80,10,25,16,29
12073,276,38,79,65,94
12074,129,61,35,17,16
12075,374,230,68,50,26
12078,28,4,12,8,4
12079,35,9,16,5,5
12083,60,20,12,7,21
12084,46,10,16,10,10
12086,100,20,40,14,26
12091,21,7,6,6,2
12092,0,0,0,0,0
12093,43,20,16,3,4
12094,92,21,26,20,25
12095,55,9,19,7,20
12096,63,13,17,13,20
12097,46,5,20,12,9
12098,46,30,12,0,4
12099,80,47,24,6,3
12103,60,9,29,7,15
12104,119,60,39,6,14
12107,0,0,0,0,0
12110,37,4,11,11,11
12113,0,0,0,0,0
12114,0,0,0,0,0
12119,184,48,66,34,36
12120,153,110,40,2,1
12121,94,46,35,10,3
12122,146,64,57,17,8
12123,137,45,49,20,23
12124,84,25,31,14,14
12127,439,248,115,42,34
12130,143,73,49,12,9
12131,263,105,103,40,15
12132,231,146,58,16,11
12133,471,321,110,22,18
12134,131,35,45,25,26
12135,7,0,5,2,0
12136,79,21,32,16,10
12137,82,16,33,11,22
12138,120,25,51,26,18
12139,73,24,23,12,14
12140,151,64,55,15,17
12141,76,15,20,17,24
12142,76,15,24,13,24
12143,63,7,22,19,15
12144,75,11,27,11,26
12145,80,26,21,21,12
12146,43,10,12,9,12
12147,64,16,22,13,13
12149,17,6,8,3,0
12153,335,265,43,11,16
12156,48,9,17,10,12
12157,59,15,19,4,21
12159,38,3,17,9,9
12160,75,26,18,18,13
12161,54,15,15,8,16
12162,21,3,7,7,4
12163,50,11,15,15,9
12164,47,12,17,9,9
12168,52,17,16,9,10
12169,70,29,16,13,12
12170,28,7,14,3,4
12171,43,12,17,5,9
12172,92,43,33,11,5
12173,125,58,42,14,11
12176,62,22,28,2,10
12178,75,42,22,6,5
12179,43,8,22,7,6
12180,79,39,23,9,8
12181,97,38,45,13,1
12182,195,93,25,26,51
12188,201,93,65,21,22
12191,192,76,57,40,19
12192,112,61,40,5,6
12193,157,86,55,8,8
12194,207,117,41,18,31
12195,210,139,50,7,14
12196,423,257,139,17,10
12197,486,299,138,33,16
12201,123,44,41,23,15
12202,101,38,31,15,17
12203,101,32,33,22,14
12204,84,23,31,16,14
12205,86,18,27,14,27
12207,71,15,20,14,22
12208,73,19,27,9,18
12209,115,42,40,12,21
12210,134,60,40,24,10
12211,94,32,36,10,16
12212,71,18,16,15,22
12214,79,13,26,23,17
12215,68,14,18,10,26
12216,62,15,15,9,23
12217,61,12,24,7,18
12219,62,11,25,12,14
12221,333,143,108,41,41
12222,142,54,61,14,13
12223,84,25,30,15,14
12225,72,24,22,12,14
12226,150,72,54,15,9
12227,223,128,59,15,21
12229,97,54,28,5,10
12230,122,77,31,10,4
12232,285,158,102,17,8
12233,90,55,31,3,1
12236,52,13,10,12,17
12237,53,11,12,13,17
12238,51,7,13,11,20
12241,49,7,8,9,25
12242,76,23,18,12,23
12243,80,11,16,12,41
12245,58,5,12,13,28
12246,33,6,6,7,14
12248,73,9,14,16,34
12251,38,12,9,7,10
12252,33,11,11,2,9
12259,15,5,8,0,2
12270,0,0,0,0,0
12271,190,86,79,17,8
12274,0,0,0,0,0
12278,28,6,10,5,7
12280,39,6,14,5,14
12281,41,12,13,6,10
12282,27,3,13,4,7
12283,54,4,21,9,20
12284,1,1,0,0,0
12285,9,1,4,2,2
12286,17,9,8,0,0
12288,231,138,66,17,10
12290,9,3,3,2,1
12291,31,19,9,3,0
12293,92,26,22,16,28
12295,17,3,2,5,7
12303,122,57,28,19,18
12305,229,111,82,29,7
12306,142,59,51,18,14
12307,197,99,75,15,8
12309,90,49,27,3,11
12310,84,44,31,7,2
12311,512,364,106,20,22
12312,310,175,95,24,16
12314,58,7,22,8,21
12315,53,10,13,12,18
12316,52,6,9,11,26
12317,54,12,13,8,21
12318,67,20,19,11,17
12319,42,6,9,7,20
12320,53,15,11,13,14
12321,38,5,11,4,18
12322,37,4,8,9,16
12323,48,9,13,8,18
12324,60,10,11,8,31
12325,49,8,8,13,20
12326,73,12,19,4,38
12327,72,9,8,14,41
12328,91,15,17,14,45
12329,27,2,8,7,10
12330,32,2,8,5,17
12331,50,7,13,10,20
12333,54,9,20,12,13
12339,0,0,0,0,0
12341,188,51,43,41,53
12342,0,0,0,0,0
12343,77,37,30,9,1
12344,72,15,15,17,25
12346,765,533,209,14,9
12348,7,2,3,1,1
12349,1,0,0,0,1
12353,33,19,9,3,2
12354,183,96,73,12,2
12356,10,1,4,2,3
12358,52,10,15,12,15
12361,43,6,17,5,15
12362,49,13,12,8,16
12363,43,7,11,4,21
12364,63,13,11,14,25
12365,47,1,9,12,25
12366,47,10,7,7,23
12368,43,5,6,6,26
12369,38,6,10,7,15
12370,33,7,4,6,16
12372,39,5,8,3,23
12373,32,13,3,4,12
12377,34,5,4,5,20
12382,57,7,17,9,24
12383,39,6,15,10,8
12384,48,7,13,12,16
12387,30,4,11,10,5
12390,0,0,0,0,0
12391,203,111,44,23,25
12392,107,69,35,2,1
12393,106,42,20,16,28
12394,236,86,73,31,46
12395,39,3,6,10,20
12397,0,0,0,0,0
12398,98,12,33,17,36
12400,117,20,47,24,26
12401,82,26,30,13,13
12402,103,22,41,19,21
12409,22,9,9,4,0
12410,52,12,16,12,12
12412,90,57,24,2,7
12414,215,53,82,41,39
12415,141,69,56,11,5
12418,53,5,12,11,25
12419,53,8,9,7,29
12421,24,7,9,3,5
12423,1,0,1,0,0
12427,146,60,30,23,33
12428,271,164,89,17,1
12430,0,0,0,0,0
12431,19,14,2,2,1
12433,61,28,22,7,4
12434,152,74,43,25,10
12435,71,23,25,16,7
12436,122,37,50,17,18
12438,91,41,40,8,2
12439,144,52,48,25,19
12440,60,28,31,1,0
12442,0,0,0,0,0
12446,146,59,57,15,15
12447,152,81,54,15,2
12451,0,0,0,0,0
12452,23,3,6,6,8
12454,54,7,20,10,17
12455,53,11,11,14,17
12458,50,11,11,12,16
12459,53,10,15,15,13
12460,70,18,23,14,15
12461,53,7,18,9,19
12462,64,19,14,12,19
12463,57,12,19,11,15
12464,69,13,24,15,17
12465,48,12,14,13,9
12466,60,11,23,6,20
12467,46,17,10,10,9
12469,35,4,14,3,14
12473,148,55,28,23,42
12474,36,4,5,7,20
12475,73,6,21,8,38
12476,139,10,21,20,88
12488,0,0,0,0,0
12489,265,212,43,5,5
12491,92,42,36,7,7
12492,55,28,24,3,0
12494,0,0,0,0,0
12495,0,0,0,0,0
12496,176,19,41,44,72
12498,131,79,42,9,1
12499,167,59,59,23,26
12500,200,92,67,22,19
12501,218,119,75,17,7
12506,125,33,31,32,29
12509,106,22,37,17,30
12514,78,26,27,13,12
12515,88,22,26,19,21
12516,0,0,0,0,0
12517,0,0,0,0,0
12518,95,24,37,23,11
12521,224,141,59,14,10
12522,109,29,43,18,19
12523,194,115,64,8,7
12524,116,61,39,14,2
12525,88,43,29,8,8
12527,82,52,20,6,4
12529,99,35,41,16,7
12530,194,107,60,11,16
12531,101,22,44,18,17
12532,178,65,68,25,20
12533,125,46,34,23,22
12534,85,22,37,19,7
12538,94,42,27,16,9
12539,40,12,12,5,11
12540,119,72,33,11,3
12541,156,68,62,18,8
12542,161,80,63,14,4
12543,86,32,36,12,6
12544,38,8,24,4,2
12545,139,75,48,8,8
12546,127,58,49,12,8
12547,68,28,26,8,6
12548,186,117,52,11,6
12549,292,235,47,8,2
12550,319,173,125,18,3
12551,163,102,55,6,0
12552,68,20,28,10,10
12553,77,20,28,21,8
12554,104,30,42,18,14
12555,79,29,26,15,9
12557,121,41,34,28,18
12558,91,31,38,14,8
12561,51,15,15,11,10
12562,68,16,24,12,16
12563,114,36,42,20,16
12564,82,14,32,20,16
12567,81,17,33,17,14
12568,45,7,15,11,12
12569,35,5,15,6,9
12570,50,9,18,11,12
12572,147,128,19,0,0
12574,0,0,0,0,0
12577,415,147,121,76,71
12578,0,0,0,0,0
12582,0,0,0,0,0
12588,48,14,7,10,17
12591,611,157,225,111,118
12595,0,0,0,0,0
12599,45,19,11,6,9
12600,118,60,47,4,7
12601,177,106,53,13,5
12602,89,59,23,3,4
12604,154,91,46,6,11
12605,616,455,129,25,7
12607,53,12,14,11,16
12608,32,7,10,5,10
12611,102,38,43,10,11
12616,23,4,5,4,10
12617,41,11,21,3,6
12618,78,16,36,17,9
12619,35,6,10,8,11
12623,24,8,9,1,6
12628,102,50,37,12,3
12629,145,32,49,26,38
12630,146,77,40,15,14
12632,155,74,32,27,22
12633,178,109,36,23,10
12634,129,82,27,13,7
12635,103,65,23,10,5
12636,186,97,28,15,46
12641,56,13,16,11,16
12642,63,11,15,9,28
12643,48,14,9,4,21
12644,58,3,15,12,28
12645,44,4,11,4,25
12646,31,8,9,3,11
12648,31,2,11,5,13
12649,41,12,8,5,16
12654,75,18,12,18,27
12656,0,0,0,0,0
12657,51,7,10,11,23
12658,52,9,9,15,19
12659,45,7,8,11,19
12660,0,0,0,0,0
12661,48,8,9,3,28
12662,1,1,0,0,0
12665,54,12,20,10,12
12668,110,42,48,16,4
12670,107,48,31,17,11
12671,88,23,40,12,13
12672,0,0,0,0,0
12673,138,61,42,22,13
12674,49,19,27,0,3
12676,125,102,22,1,0
12680,115,100,9,3,3
12682,29,11,11,2,5
12683,22,9,12,1,0
12684,7,1,2,0,4
12686,79,37,29,10,3
12691,84,31,33,15,5
12692,295,137,104,27,27
12694,92,33,18,19,22
12695,147,45,67,23,12
12700,56,12,23,8,13
12701,58,12,10,6,30
12702,11,3,2,4,2
12703,0,0,0,0,0
12704,1,0,1,0,0
12705,0,0,0,0,0
12706,50,3,8,9,30
12707,0,0,0,0,0
12715,94,21,38,18,17
12718,0,0,0,0,0
12720,94,27,36,23,8
12725,37,9,6,4,18
12727,7,0,4,1,2
12732,29,6,7,7,9
12733,45,7,14,5,19
12734,70,13,23,13,21
12735,45,7,14,8,16
12737,57,20,16,7,14
12738,59,10,12,9,28
12739,150,110,19,13,8
12740,69,14,27,9,19
12741,41,7,15,10,9
12742,43,9,14,6,14
12744,76,19,23,15,19
12745,51,8,22,13,8
12747,100,33,41,10,16
12749,12,3,6,2,1
12750,44,17,4,6,17
12751,104,12,27,13,52
12753,39,2,4,6,27
12754,56,2,12,13,29
12756,9,0,3,1,5
12757,26,2,1,4,19
12758,43,8,14,5,16
12759,0,0,0,0,0
12760,0,0,0,0,0
12769,157,89,51,7,10
12771,297,113,97,41,46
12772,241,150,62,13,16
12773,328,198,91,17,22
12774,230,103,71,31,25
12776,0,0,0,0,0
12777,462,305,103,27,27
12779,22,14,6,2,0
12780,54,6,8,9,31
12785,94,3,14,21,56
12786,54,5,16,11,22
12787,54,7,18,14,15
12788,72,21,18,12,21
12789,52,15,12,6,19
12790,24,4,8,7,5
12791,48,11,14,8,15
12792,46,6,19,7,14
12793,54,7,14,7,26
12794,50,8,16,9,17
12795,71,18,23,8,22
12796,65,11,18,16,20
12797,60,2,20,17,21
12798,32,6,11,8,7
12801,57,16,23,7,11
12802,43,9,15,12,7
12803,20,6,5,2,7
12805,77,21,16,22,18
12808,47,7,14,12,14
12811,87,14,43,15,15
12812,0,0,0,0,0
12813,58,16,12,14,16
12814,145,68,55,12,10
12816,127,91,14,7,15
12817,275,160,61,27,27
12818,103,56,26,8,13
12819,214,108,66,23,17
12820,334,191,122,13,8
12821,192,139,41,8,4
12822,339,199,97,19,24
12824,35,3,14,10,8
12825,38,9,12,5,12
12826,28,6,4,8,10
12827,49,13,13,8,15
12828,70,7,16,16,31
12829,35,7,7,12,9
12830,48,5,14,13,16
12831,0,0,0,0,0
12832,66,5,21,6,34
12833,182,35,36,28,83
12834,51,8,9,8,26
12838,53,12,13,10,18
12839,51,13,16,10,12
12840,53,8,21,11,13
12841,62,5,19,19,19
12842,56,13,15,9,19
12843,53,14,17,7,15
12844,49,6,20,10,13
12845,56,7,22,11,16
12846,51,8,22,6,15
12847,49,11,13,8,17
12848,21,4,7,4,6
12849,89,35,29,9,16
12851,67,9,26,14,18
12855,26,2,11,5,8
12860,7,0,3,1,3
12862,0,0,0,0,0
12863,62,19,30,7,6
12864,42,13,11,10,8
12865,41,9,18,8,6
12868,78,24,25,18,11
12870,89,13,29,20,27
12872,27,5,12,4,6
12873,27,3,12,5,7
12874,58,9,25,8,16
12875,45,6,22,9,8
12876,29,2,8,10,9
12877,81,13,22,10,36
12878,71,11,18,16,26
12879,99,7,25,18,49
12880,34,1,2,6,25
12881,37,5,10,2,20
12883,35,8,6,6,15
12884,1,0,0,1,0
12885,49,5,7,9,28
12886,57,21,7,11,18
12887,48,6,10,13,19
12888,37,0,5,7,25
12890,16,3,6,3,4
12891,40,10,9,5,16
12895,37,4,11,11,11
12896,41,8,11,10,12
12897,42,7,16,8,11
12898,26,6,6,7,7
12902,50,3,20,11,16
12906,0,0,0,0,0
12911,39,6,16,9,8
12913,0,0,0,0,0
12915,0,0,0,0,0
12918,30,20,8,2,0
12920,0,0,0,0,0
12921,62,23,31,6,2
12922,24,9,13,2,0
12923,161,65,73,15,8
12924,185,70,77,21,17
12927,21,2,7,2,10
12928,11,2,8,0,1
12934,115,48,32,17,18
12937,61,11,18,7,25
12938,25,3,6,6,10
12939,47,7,13,9,18
12940,60,14,21,10,15
12941,72,17,13,17,25
12942,44,7,9,3,25
12943,51,16,8,7,20
12944,38,5,17,5,11
12945,64,15,13,10,26
12946,44,8,11,6,19
12948,2,0,0,0,2
12949,44,9,10,4,21
12951,145,84,48,7,6
12958,150,74,55,13,8
12959,213,50,84,39,40
12960,62,18,28,9,7
12961,58,24,23,8,3
12962,68,16,34,10,8
12963,54,18,25,6,5
12964,83,41,20,10,12
12965,77,13,25,15,24
12967,190,34,46,31,79
12968,0,0,0,0,0
12969,84,8,26,19,31
12970,83,9,27,20,27
12971,26,3,7,7,9
12976,54,10,9,10,25
12985,80,25,29,9,17
12986,153,70,52,19,12
12987,46,19,17,6,4
12988,13,2,4,3,4
12989,52,5,17,13,17
12990,31,4,6,7,14
12991,63,10,16,10,27
12993,36,8,7,6,15
12994,32,3,5,9,15
12995,17,3,3,2,9
12996,34,4,7,8,15
12997,26,3,4,7,12
12998,41,9,11,9,12
12999,37,9,5,6,17
13003,72,6,14,17,35
13005,160,85,65,8,2
13013,59,8,18,13,20
13018,51,1,5,7,38
13020,91,22,38,7,24
13021,56,7,20,13,16
13022,50,8,9,12,21
13024,77,36,27,5,9
13025,53,21,22,4,6
13026,129,83,35,8,3
13027,54,25,17,8,4
13028,61,37,16,3,5
13029,70,45,16,7,2
13030,261,129,86,28,18
13033,0,0,0,0,0
13034,162,130,19,5,8
13035,137,54,63,16,4
13037,57,31,19,3,4
13038,49,11,15,9,14
13039,46,7,13,8,18
13043,77,10,15,12,40
13044,46,6,7,9,24
13046,38,9,11,4,14
13047,30,4,7,4,15
13048,79,12,17,17,33
13052,87,19,20,10,38
13054,53,10,11,6,26
13061,62,25,25,9,3
13063,88,53,29,6,0
13065,139,56,59,10,14
13066,146,91,35,11,9
13068,0,0,0,0,0
13072,73,25,27,11,10
13073,0,0,0,0,0
13074,56,10,26,8,12
13075,47,12,21,7,7
13076,110,61,41,8,0
13077,0,0,0,0,0
13078,1,0,0,0,1
13079,0,0,0,0,0
13080,0,0,0,0,0
13081,0,0,0,0,0
13082,0,0,0,0,0
13083,177,81,80,12,4
13085,144,74,57,6,7
13086,2,2,0,0,0
13087,0,0,0,0,0
13089,0,0,0,0,0
13096,43,5,4,11,23
13097,65,13,10,9,33
13098,42,4,6,7,25
13100,110,63,41,3,3
13103,66,22,27,11,6
13106,0,0,0,0,0
13107,129,25,30,21,53
13108,34,3,10,3,18
13112,253,84,73,34,62
13113,444,160,139,66,79
13114,55,32,17,3,3
13115,307,163,75,37,32
13117,81,75,5,1,0
13119,168,90,59,10,9
13121,73,30,30,7,6
13124,0,0,0,0,0
13127,66,7,17,10,32
13129,13,3,3,4,3
13130,48,13,19,7,9
13131,57,24,29,1,3
13133,0,0,0,0,0
13134,49,11,16,3,19
13135,38,5,11,11,11
13136,58,8,5,15,30
13137,57,10,9,7,31
13138,162,39,61,36,26
13139,53,11,22,11,9
13142,71,22,25,11,13
13144,111,47,36,11,17
13146,73,18,21,11,23
13147,94,30,32,13,19
13148,95,37,29,16,13
13149,63,16,21,9,17
13150,53,6,16,10,21
13152,58,10,23,13,12
13153,62,15,20,11,16
13154,48,18,14,12,4
13155,60,13,32,7,8
13157,120,41,59,15,5
13158,0,0,0,0,0
13159,0,0,0,0,0
13160,0,0,0,0,0
13161,1,0,1,0,0
13162,0,0,0,0,0
13163,0,0,0,0,0
13164,0,0,0,0,0
13171,0,0,0,0,0
13175,50,13,19,8,10
13176,164,73,66,17,8
13177,0,0,0,0,0
13179,201,105,46,20,30
13182,3,1,1,1,0
13185,84,20,31,20,13
13186,56,15,17,11,13
13187,151,59,59,16,17
13189,0,0,0,0,0
13193,81,7,19,14,41
13198,27,1,13,6,7
13201,75,4,21,24,26
13204,37,8,18,3,8
13205,43,5,16,8,14
13206,19,4,7,6,2
13208,32,13,7,4,8
13210,47,17,16,5,9
13213,64,11,24,14,15
13214,102,38,27,13,24
13215,573,277,224,44,28
13217,0,0,0,0,0
13218,0,0,0,0,0
13219,91,38,36,9,8
13221,91,45,31,13,2
13226,59,9,8,10,32
13227,82,21,21,9,31
13229,0,0,0,0,0
13230,169,122,37,7,3
13233,14,7,7,0,0
13235,0,0,0,0,0
13236,83,26,8,13,36
13238,82,12,24,21,25
13239,69,9,14,14,32
13240,52,7,8,14,23
13241,44,8,15,3,18
13244,2,1,1,0,0
13249,0,0,0,0,0
13259,27,3,8,5,11
13260,28,7,10,7,4
13261,68,13,33,9,13
13262,38,13,14,6,5
13263,27,7,8,4,8
13267,26,9,10,1,6
13269,46,12,21,7,6
13270,95,28,32,16,19
13271,48,11,21,10,6
13275,43,12,11,10,10
13277,314,160,124,19,11
13278,18,5,6,6,1
13280,39,16,19,2,2
13281,0,0,0,0,0
13282,54,21,13,6,14
13286,66,12,13,14,27
13287,65,14,18,10,23
13288,0,0,0,0,0
13289,47,7,7,17,16
13293,47,5,9,10,23
13297,205,115,71,12,7
13298,1,1,0,0,0
13300,110,44,25,20,21
13301,290,118,88,38,46
13302,258,160,72,15,11
13303,413,268,113,19,13
13304,341,240,38,25,38
13305,245,148,54,20,23
13306,167,75,61,18,13
13307,0,0,0,0,0
13308,0,0,0,0,0
13309,96,45,33,9,9
13310,0,0,0,0,0
13314,0,0,0,0,0
13315,0,0,0,0,0
13317,95,11,34,22,28
13318,119,17,35,18,49
13319,20,10,7,0,3
13320,51,7,22,4,18
13323,55,41,12,1,1
13324,99,80,18,0,1
13325,48,14,27,5,2
13334,285,77,76,62,70
13336,0,0,0,0,0
13338,28,4,5,7,12
13339,48,12,13,3,20
13342,31,11,7,6,7
13344,49,13,16,13,7
13347,150,56,40,26,28
13348,185,86,55,25,19
13350,122,31,51,20,20
13354,252,110,77,30,35
13355,251,145,66,22,18
13357,265,178,74,11,2
13358,80,42,27,6,5
13360,489,268,150,33,38
13361,26,3,4,9,10
13362,216,45,74,50,47
13363,25,0,10,7,8
13365,50,9,14,14,13
13366,53,9,10,15,19
13368,78,10,20,16,32
13369,35,19,8,4,4
13370,0,0,0,0,0
13372,8,2,4,2,0
13374,107,44,49,7,7
13375,49,16,21,8,4
13376,0,0,0,0,0
13379,309,161,134,11,3
13381,383,227,133,16,7
13383,39,6,6,7,20
13384,0,0,0,0,0
13389,2,1,1,0,0
13393,68,18,16,10,24
13394,58,12,21,11,14
13395,32,7,10,5,10
13396,36,11,11,4,10
13397,67,16,27,10,14
13398,62,17,17,9,19
13399,60,11,15,16,18
13400,14,4,7,1,2
13402,6,0,2,1,3
13404,45,9,17,8,11
13408,205,52,74,42,37
13409,27,6,14,2,5
13413,54,6,21,15,12
13414,154,70,61,20,3
13415,81,37,31,10,3
13416,235,84,83,39,29
13417,181,62,48,35,36
13422,0,0,0,0,0
13425,241,123,79,26,13
13428,49,8,14,8,19
13429,656,373,130,78,75
13430,7,2,4,0,1
13431,112,70,37,4,1
13433,86,21,26,19,20
13434,28,8,5,9,6
13436,52,11,18,13,10
13437,64,15,22,17,10
13438,42,8,12,9,13
13447,68,24,31,8,5
13448,0,0,0,0,0
13449,0,0,0,0,0
13451,204,81,59,28,36
13454,43,31,12,0,0
13455,90,73,14,3,0
13459,177,55,53,24,45
13460,0,0,0,0,0
13461,11,1,8,1,1
13462,54,24,17,9,4
13464,42,17,18,2,5
13466,180,87,75,12,6
13467,127,36,48,25,18
13469,151,66,52,22,11
13470,179,68,77,22,12
13471,146,61,46,17,22
13473,96,54,26,11,5
13474,96,49,30,11,6
13477,177,110,43,18,6
13483,127,69,38,13,7
13486,0,0,0,0,0
13487,81,28,28,13,12
13488,75,15,24,16,20
13489,55,9,17,9,20
13490,54,11,23,10,10
13491,43,8,21,7,7
13492,63,10,17,20,16
13495,30,8,10,6,6
13496,44,8,16,7,13
13497,64,12,20,15,17
13498,28,4,10,5,9
13499,119,60,50,6,3
13501,37,11,11,8,7
13503,59,39,17,2,1
13506,2,0,1,0,1
13507,36,9,7,4,16
13509,0,0,0,0,0
13510,39,1,5,12,21
13513,34,6,7,6,15
13514,0,0,0,0,0
13515,24,5,9,5,5
13516,20,7,12,0,1
13517,0,0,0,0,0
13518,45,8,10,10,17
13519,76,7,18,16,35
13523,112,50,34,10,18
13526,0,0,0,0,0
13528,66,28,33,4,1
13529,282,179,69,27,7
13530,593,470,110,5,8
13531,64,35,13,7,9
13545,69,25,26,8,10
13547,63,11,13,14,25
13548,36,9,4,8,15
13549,117,19,37,22,39
13552,61,10,22,18,11
13553,46,6,19,12,9
13562,439,127,137,104,71
13564,92,22,39,18,13
13571,35,16,11,4,4
13573,149,53,65,15,16
13574,112,14,29,21,48
13576,3,0,1,0,2
13580,352,110,138,56,48
13586,27,6,5,5,11
13592,69,11,20,19,19
13594,31,4,9,7,11
13596,134,12,29,13,80
13598,10,1,1,3,5
13599,64,8,12,10,34
13600,71,5,21,15,30
13601,106,12,20,19,55
13614,150,41,48,20,41
13615,53,6,16,11,20
13616,60,10,25,16,9
13617,53,11,17,11,14
13618,68,14,22,18,14
13619,57,10,22,11,14
13620,58,10,19,15,14
13623,56,16,18,3,19
13624,43,7,13,8,15
13625,40,10,11,10,9
13626,47,9,13,11,14
13627,71,8,26,19,18
13628,21,1,12,4,4
13630,36,6,15,6,9
13634,46,20,15,4,7
13635,83,34,29,11,9
13636,40,8,13,5,14
13637,72,33,25,11,3
13638,131,60,41,16,14
13639,50,17,17,10,6
13640,124,68,47,6,3
13643,109,44,42,18,5
13644,44,26,14,4,0
13645,120,39,59,15,7
13646,148,52,62,18,16
13648,147,64,48,25,10
13649,0,0,0,0,0
13650,223,155,62,4,2
13651,102,61,35,3,3
13652,0,0,0,0,0
13653,44,25,15,4,0
13655,88,45,30,7,6
13656,112,64,26,17,5
13657,0,0,0,0,0
13659,88,38,26,14,10
13660,76,23,24,15,14
13661,22,3,6,4,9
13664,41,14,13,5,9
13665,64,9,7,13,35
13668,42,13,15,9,5
13677,72,3,14,14,41
13679,50,7,6,9,28
13680,37,8,7,7,15
13681,60,8,15,14,23
