TAZ,hh_inc_30,hh_inc_30_60,hh_inc_60_100,hh_inc_100_plus,hh_wrks_0,hh_wrks_1,hh_wrks_2,hh_wrks_3_plus,pers_age_00_19,pers_age_20_34,pers_age_35_64,pers_age_65_plus,hh_kids_no,hh_kids_yes
300711,71.18794,29.25532,45.83333,128.72340,71.28702,95.34169,87.07289,21.29841,110.00000,105.00000,321.00000,82.00000,203.46032,71.53968
300712,448.28212,125.40050,115.52645,94.79093,309.65427,281.34792,155.25602,37.74179,175.33994,414.22850,525.95773,292.47383,623.63636,160.36364
300713,122.62500,40.87500,91.65909,71.84091,129.15427,117.34792,64.75602,15.74179,170.75000,204.00877,334.11842,81.12281,260.11364,66.88636
300714,100.52632,112.01504,81.37845,88.08020,150.87746,137.08534,75.64770,18.38950,172.00000,179.00000,391.00000,91.00000,303.86364,78.13636
300715,127.73394,37.11927,117.90826,74.23853,88.31381,180.84047,77.70367,10.14205,233.00000,247.00000,353.00000,65.00000,259.78802,97.21198
300716,119.18293,81.37317,76.44146,60.00244,83.36626,170.70935,73.35052,9.57386,196.00000,247.00000,312.00000,69.00000,245.23407,91.76593
300717,105.12893,94.72013,39.55346,91.59748,129.46502,145.11823,40.76355,15.65320,130.67127,358.95005,206.59969,53.77898,306.86723,24.13277
300718,117.83077,193.20000,101.90769,139.06154,168.62843,208.89277,143.16209,31.31671,230.00000,234.00000,531.00000,208.00000,397.39914,154.60086
300719,207.00812,126.45292,125.51623,118.02273,127.55313,206.38425,203.64706,39.41556,321.58621,398.66667,556.49425,121.25287,393.23863,183.76137
300720,30.52903,56.36129,72.80000,204.30968,104.19415,143.83323,89.01805,26.95457,78.77778,247.07143,273.67460,92.47619,311.96696,52.03304
300721,135.67585,190.88189,184.33202,202.11024,125.88576,276.10237,290.20722,20.80465,230.90481,512.23352,595.29456,166.56712,582.17431,130.82569
300722,40.90182,11.84000,15.06909,228.18909,84.26398,84.76063,102.14318,24.83221,278.00000,184.00000,433.00000,115.00000,174.27122,121.72878
300723,51.86890,95.90854,89.05793,84.16463,86.04862,131.29215,73.16280,30.49643,301.00000,219.00000,453.00000,107.00000,182.41595,138.58405
300724,24.71304,110.62029,162.40000,108.26667,111.14669,156.86364,124.77789,13.21178,307.00000,423.00000,344.00000,52.00000,247.54639,158.45361
300725,126.94264,210.81546,233.48379,337.75810,263.43299,369.63918,197.83505,78.09278,666.43848,593.18368,1180.50538,356.87245,565.00000,344.00000
300726,321.20188,248.93146,338.26573,160.60094,274.29448,334.17257,406.81878,53.71417,586.77540,658.71056,1092.58356,184.93048,655.27644,413.72356
300727,35.70662,85.47950,96.29968,125.51420,75.48932,122.15100,87.46011,57.89957,365.16736,324.44351,502.96653,131.42259,184.56324,158.43676
300728,17.97134,175.71975,158.74682,274.56210,137.99359,223.29060,159.87607,105.83974,589.75182,536.51825,800.29197,166.43796,337.37945,289.62055
300729,64.40441,145.75735,171.74510,79.09314,101.45940,164.17379,117.54843,77.81838,539.00000,412.00000,621.00000,112.00000,248.05730,212.94270
300730,39.72240,115.85699,174.61304,456.80757,182.63981,311.37550,207.37228,85.61241,421.00000,408.00000,856.00000,217.00000,546.21095,240.78905
300731,11.74512,78.60195,74.08460,668.56833,119.92189,342.55713,288.78050,81.74048,641.00000,297.00000,1245.00000,256.00000,525.98796,307.01204
300732,21.57230,47.18941,149.65784,443.58045,95.30407,272.23628,229.49903,64.96062,416.75910,255.41737,878.71989,187.10364,418.01204,243.98796
300733,195.51678,103.35689,128.33481,547.79152,243.59602,349.84207,326.43714,55.12476,989.00000,315.00000,1417.00000,217.00000,574.91379,400.08621
300734,18.95226,23.16387,73.70323,700.18065,135.20281,358.41501,274.23212,48.15006,996.00000,152.00000,1455.00000,167.00000,415.67447,400.32553
300735,7.18703,55.53616,160.72818,300.54863,72.27586,274.13202,147.13300,30.45911,457.00000,182.00000,734.00000,77.00000,307.28564,216.71436
300736,68.03283,110.26010,247.49874,503.20833,159.82111,340.65456,340.65456,87.86977,876.00000,333.00000,1295.00000,301.00000,456.42434,472.57566
300737,39.17917,106.07044,143.33844,335.41194,107.35024,228.81426,228.81426,59.02125,641.71369,222.74561,1021.80204,128.73867,306.57566,317.42434
300738,354.75237,306.73340,159.73656,108.77766,334.49808,443.34900,93.75481,58.39812,225.69264,616.72294,769.31602,78.26840,812.42638,117.57362
300739,136.91398,170.18280,26.87097,23.03226,128.40410,170.18881,35.98975,22.41734,132.00000,216.00000,281.00000,42.00000,311.86690,45.13310
300740,153.95387,157.41351,113.30313,100.32949,127.95226,248.42965,135.42714,13.19095,61.00000,340.00000,402.00000,49.00000,468.06149,56.93851
300741,55.54777,155.32803,210.87580,224.24841,157.44221,305.68677,166.63987,16.23116,142.64662,372.81955,529.75188,75.78195,575.93851,70.06149
300742,319.49123,688.39460,542.34059,430.77358,402.75650,1154.41253,374.65721,49.17376,360.68098,1071.08370,1575.53072,289.70460,1716.81471,264.18529
300743,171.91432,214.89290,243.83766,147.35513,218.90827,436.06528,115.14575,7.88070,100.80428,355.74711,410.25389,310.19472,714.32028,63.67972
300744,287.98952,246.33814,272.51900,101.15334,255.48678,508.92966,134.38604,9.19752,97.00000,543.00000,623.00000,93.00000,833.67972,74.32028
300745,69.95855,87.04145,65.89119,91.10881,54.36655,200.49324,59.14020,0.00000,63.00000,196.00000,240.00000,46.00000,286.99543,27.00457
300746,83.86122,275.83268,211.16861,208.13748,134.87753,497.40203,146.72044,0.00000,78.00000,391.00000,541.00000,169.00000,712.00457,66.99543
300747,233.11618,354.83170,275.40717,86.64495,339.10923,456.46944,145.77373,8.64759,83.00000,401.00000,632.00000,243.00000,906.31477,43.68523
300748,222.75000,134.18675,81.40663,155.65663,212.03251,285.41352,91.14694,5.40702,24.88405,196.31754,194.94242,380.85599,566.68523,27.31477
300749,76.21026,46.51795,72.25128,191.02051,81.28761,146.54994,143.53069,14.63177,165.00000,92.00000,421.00000,138.00000,285.67200,100.32800
300750,43.48432,5.85366,5.01742,185.64460,76.02484,90.37267,70.24845,3.35404,118.00000,42.00000,284.00000,151.00000,183.65385,56.34615
300751,171.34393,29.75434,143.64162,10.26012,55.12718,133.54083,104.07631,62.25569,435.25352,327.57746,499.36620,80.80282,204.43767,150.56233
300752,197.31471,264.88824,214.43333,242.36373,128.77447,559.24911,210.53603,20.44039,326.28487,428.42633,927.72102,200.56778,708.11540,210.88460
300753,89.72222,50.76389,145.20833,54.30556,47.64235,206.90391,77.89146,7.56228,171.00000,180.00000,391.00000,75.00000,261.97958,78.02042
300754,152.84011,133.14905,35.63144,24.37940,117.46052,139.19769,49.45706,39.88473,477.00000,317.00000,445.00000,88.00000,190.88954,155.11046
300755,60.30769,130.03846,114.01923,185.63462,109.32050,156.48924,178.68630,45.50396,570.00000,361.00000,772.00000,143.00000,237.09677,252.90323
300756,113.88738,202.05825,69.80194,87.25243,114.36531,199.20696,156.31997,3.10775,138.27027,318.02703,388.72973,84.97297,385.64833,87.35167
300757,70.83523,47.48295,94.18750,61.49432,96.99662,107.03608,62.86246,7.10485,162.92216,166.59880,331.01796,64.46108,192.44646,81.55354
300758,168.11268,308.20657,221.52347,48.15728,136.78349,285.68065,292.74696,30.78890,501.14559,418.02299,808.73563,177.09579,497.33333,248.66667
300759,23.19315,51.62347,29.92665,201.25672,79.32301,106.08929,96.88838,23.69932,125.00000,92.00000,379.00000,76.00000,226.39585,79.60415
300760,50.79576,95.49602,54.85942,181.84881,135.58286,149.61612,87.86979,9.93123,196.00000,122.00000,495.00000,128.00000,269.00363,113.99637
300761,319.86111,159.27778,121.41667,151.44444,194.93759,260.71617,238.10478,58.24146,367.90526,320.93474,762.69263,230.46737,556.37151,195.62849
300762,98.51852,131.35802,67.40741,122.71605,141.23348,140.41116,92.30543,46.04993,251.00000,185.00000,485.00000,121.00000,254.65875,165.34125
300763,38.77049,28.85246,220.90164,96.47541,92.25346,168.85381,95.08434,28.80839,104.00000,114.00000,410.00000,153.00000,261.37299,123.62701
300764,52.50590,86.25970,101.26138,315.97302,158.27964,159.21253,191.86353,46.64430,463.49219,272.10781,787.33680,260.06320,327.34730,228.65270
300765,130.72959,96.70408,19.69898,103.86735,75.51064,163.05319,82.56383,29.87234,130.16364,264.33182,315.25909,76.24545,281.43601,69.56399
300766,219.86059,84.22520,88.60054,15.31367,117.46277,164.12234,118.81915,7.59574,252.00000,340.33333,350.33333,90.33333,322.33823,85.66177
300767,0.00000,67.01826,68.93306,336.04868,71.54635,200.99891,181.43948,18.01527,226.00000,80.00000,590.00000,231.00000,333.28444,138.71556
300768,78.59077,119.71385,134.33538,261.36000,99.19920,255.36821,225.09054,14.34205,260.76923,234.23077,628.23077,138.76923,433.07407,160.92593
300769,34.79381,111.34021,59.84536,64.02062,81.48818,98.19889,64.96523,25.34771,139.00000,266.00000,238.00000,37.00000,193.18310,76.81690
300770,156.39433,110.96134,63.78093,7.86340,89.14350,146.95943,91.94515,10.95192,303.00000,245.00000,404.00000,80.00000,188.21014,150.78986
300771,106.69837,240.07132,101.69688,112.53343,114.05674,326.91844,106.09929,13.92553,152.82243,367.72897,420.26168,81.18692,486.18529,74.81471
300772,60.62791,38.58140,67.05814,70.73256,62.32156,102.74155,64.28024,7.65665,214.00000,169.00000,305.00000,74.00000,131.58054,105.41946
300773,54.39815,54.83333,41.34259,37.42593,41.67010,65.48159,68.38881,12.45950,56.31818,130.64000,158.69273,43.34909,159.78093,28.21907
300774,54.72488,48.15789,63.91866,16.19856,40.56186,63.74006,66.56996,12.12813,107.64865,125.51351,172.75676,45.08108,155.53144,27.46856
300775,162.63653,75.33898,301.35593,95.66855,150.73384,268.20434,137.24870,78.81312,532.18590,508.28247,719.46065,264.07098,372.15044,262.84956
300776,35.76208,108.25279,63.79182,52.19331,72.49498,96.93853,76.35998,14.20651,321.00000,226.00000,423.00000,97.00000,155.89942,104.10058
300777,69.49367,128.37025,218.13291,194.00316,135.00714,195.10709,176.81580,103.06997,535.10637,325.14702,853.89226,242.85434,347.24707,262.75293
300778,47.39499,87.05202,176.03854,191.51445,119.16281,212.02926,108.50212,62.30580,430.73037,357.83508,745.85340,184.58115,294.20397,207.79603
300779,49.24660,31.25265,67.24054,478.26021,137.20959,257.00528,208.66667,23.11847,667.00000,133.00000,932.00000,326.00000,284.19450,341.80550
300780,9.98540,55.47445,45.48905,193.05109,80.37966,82.95593,117.34915,23.31525,181.98405,112.83658,386.90022,134.27914,200.13748,103.86252
300781,89.13342,35.18424,225.17916,573.50318,120.71935,313.87030,404.91281,83.49755,1064.00000,348.00000,1413.00000,126.00000,410.83910,512.16090
300782,391.61538,227.74795,351.34288,726.29378,339.40000,845.11567,445.76467,66.71966,794.00000,1126.00000,1376.00000,322.00000,1217.00000,480.00000
300783,0.00000,0.00000,47.06087,608.93913,19.37553,262.95359,347.83685,25.83404,703.00000,387.00000,925.00000,100.00000,280.00000,376.00000
300784,91.62996,65.97357,213.49780,876.89868,65.95122,450.66667,613.00813,118.37398,1689.00000,595.00000,2107.00000,254.00000,498.05128,749.94872
300785,0.00000,0.00000,0.00000,0.00000,0.10542,0.44969,0.34646,0.09843,0.00000,0.00000,1.00000,1.00000,0.51635,0.48365
300786,22.72861,80.04425,82.02065,150.20649,45.45723,98.32596,144.77139,46.44543,253.00000,187.00000,401.00000,107.00000,208.15963,126.84037
300787,7.64458,105.75000,166.90663,142.69880,57.39823,124.15487,182.80088,58.64602,354.00000,262.00000,547.00000,109.00000,262.84037,160.15963
300788,97.44257,121.56202,182.34303,228.65237,104.31051,244.37617,203.00657,78.30675,477.04706,393.10588,765.68235,187.16471,359.43286,270.56714
300789,185.76603,122.82051,108.23558,62.17788,81.04693,306.14210,91.81097,0.00000,95.66667,313.00000,366.33333,49.00000,419.32769,59.67231
300790,191.53004,135.25107,60.81760,35.40129,98.21181,179.19348,110.70367,34.89104,363.00000,311.00000,540.00000,158.00000,234.52525,188.47475
300791,224.06250,88.26705,92.34091,73.32955,114.65674,197.68404,117.42432,48.23490,628.00000,545.00000,562.00000,93.00000,243.06337,234.93663
300792,72.16783,93.98601,34.40559,39.44056,59.31929,123.30632,39.48136,17.89303,290.54545,270.85227,303.67614,66.92614,134.36829,105.63171
300793,218.84211,245.36842,21.00000,39.78947,148.65917,235.25087,94.16090,46.92907,513.00000,483.00000,591.00000,159.00000,293.08252,231.91748
300794,36.34513,66.79646,67.77876,384.07965,96.20848,259.38144,176.73540,22.67468,257.00000,88.00000,629.00000,370.00000,416.63193,138.36807
300795,0.00000,120.06443,76.40464,188.53093,66.73921,179.93127,122.60023,15.72929,127.00000,168.00000,429.00000,128.00000,289.01494,95.98506
300796,0.00000,0.00000,0.00000,0.00000,0.24299,0.50561,0.15514,0.09626,1.00000,2.00000,1.00000,0.00000,0.49797,0.50203
300797,108.62385,137.00306,72.41590,1.95719,106.01467,118.53301,71.58924,23.86308,530.39434,340.96057,430.78261,51.86249,146.63484,173.36516
300798,43.80608,50.21673,11.75285,175.22433,52.50591,113.72821,92.55982,22.20606,135.00000,91.00000,357.00000,99.00000,192.39270,88.60730
300799,61.09091,93.81818,77.45455,103.63636,75.15346,119.63892,122.67202,18.53561,177.62500,152.40625,365.53125,111.43750,235.65611,100.34389
300800,126.21053,95.23158,100.96842,113.58947,81.46824,176.46086,143.61595,34.45495,259.40426,234.23404,501.80851,124.55319,298.51679,137.48321
300801,22.58065,38.70968,25.80645,187.90323,50.42287,105.31123,107.91610,11.34980,174.00000,49.00000,374.00000,91.00000,183.33333,91.66667
300802,51.25238,112.31905,83.96667,210.46190,102.44132,163.07924,167.21364,25.26580,215.63636,201.39394,552.42424,108.54545,321.22172,136.77828
300803,19.68984,29.53476,46.41176,167.36364,58.82548,93.64594,96.02006,14.50853,149.16578,82.46524,331.98930,93.37968,184.45701,78.54299
300804,188.35802,70.29630,22.53086,10.81481,36.36471,155.84878,78.35730,21.42921,154.00000,178.00000,262.00000,37.00000,211.80436,80.19564
300805,100.91644,81.07817,92.29111,45.71429,83.96501,101.69096,112.88630,21.45773,180.00000,152.00000,349.00000,95.00000,230.48951,89.51049
300806,157.02558,16.66752,112.28645,57.02046,81.44369,132.95222,105.02389,23.58020,334.27352,204.71554,400.19256,100.81838,215.25170,127.74830
300807,26.44386,41.86945,121.20104,232.48564,58.18621,146.96517,186.85572,29.99289,400.96810,161.57589,613.29781,134.15820,224.23102,197.76898
300808,56.04192,84.63473,152.11377,280.20958,103.33481,281.62971,160.08426,27.95122,442.00000,149.00000,720.00000,235.00000,342.70536,230.29464
300809,45.90361,41.31325,120.26747,173.51566,73.22104,146.16368,145.32846,16.28681,244.65957,183.46809,528.23404,158.63830,268.67886,112.32114
300810,51.68653,138.18236,249.99404,445.13707,148.61321,358.45283,287.20755,90.72642,686.00000,514.00000,1022.00000,240.00000,521.16031,363.83969
300811,53.34442,87.97150,136.63658,116.04751,78.70069,147.47070,131.82987,35.99874,415.81429,264.68571,567.40000,146.10000,221.73160,172.26840
300813,171.66582,84.18228,28.88608,41.26582,102.67952,123.63453,60.17080,39.51515,396.29508,401.00000,413.00000,71.70492,166.76966,159.23034
300814,103.77722,81.53924,58.37468,122.30886,101.65497,113.02013,136.17136,15.15354,157.00000,130.00000,433.00000,103.00000,265.85181,100.14819
300815,101.98739,54.32973,117.23784,255.44505,115.78850,242.73734,163.21994,7.25422,350.00000,178.00000,674.00000,160.00000,353.20923,175.79077
300816,119.13368,188.05398,16.73779,59.07455,59.47523,144.07363,112.28514,67.16600,313.83333,426.83333,439.83333,70.50000,220.56233,162.43767
300817,290.54312,121.48440,40.77798,10.19450,155.69310,154.78659,101.75575,50.76456,496.08642,381.33642,584.61380,101.96337,280.73096,182.26904
300819,100.98214,196.57857,79.43929,0.00000,84.62806,159.57791,79.90149,52.89254,466.31696,429.64732,447.17411,81.86161,199.80389,177.19611
300820,195.57185,49.31085,19.22287,20.89443,89.76584,108.08540,52.60331,34.54545,346.92453,325.30189,324.94340,37.83019,145.79556,139.20444
300821,252.76942,146.22087,68.00971,0.00000,123.55310,247.76457,62.76410,32.91823,602.00000,415.00000,513.00000,146.00000,254.48296,212.51704
300822,72.20748,94.58163,86.44558,45.76531,56.21443,122.76016,82.65041,37.37500,280.16735,209.89388,375.85143,69.08735,171.53785,127.46215
300823,13.83568,18.77700,48.42488,339.96244,70.83985,141.05830,162.49668,46.60517,305.11982,80.28341,577.07488,219.52189,235.33964,185.66036
300824,89.74913,124.09756,132.96167,289.19164,111.55058,227.62786,208.22776,88.59380,500.49455,368.26111,775.57954,171.66480,371.75306,264.24694
300825,120.76254,123.13043,203.63880,24.46823,150.26055,193.99633,113.88624,13.85688,256.00000,309.00000,457.00000,108.00000,358.05299,113.94701
300826,34.15033,69.33551,94.17211,277.34205,125.59322,129.61864,183.35805,36.43008,341.43726,178.74144,629.00380,161.81749,312.71481,162.28519
300827,36.80426,75.98298,93.79149,72.42128,48.36869,78.09393,96.34626,56.19112,398.81435,278.43460,446.19409,67.55696,146.13035,132.86965
300828,63.14943,76.34483,156.45977,114.04598,71.07944,114.76168,141.58411,82.57477,386.89041,249.04110,568.21918,146.84932,214.74353,195.25647
300829,12.79505,0.00000,46.25901,377.94595,96.67045,153.92910,159.87805,26.52240,475.00000,208.00000,714.00000,86.00000,194.11545,242.88455
300830,122.28070,39.76608,59.64912,118.30409,116.75824,119.56044,77.52747,26.15385,254.00000,134.00000,422.00000,156.00000,220.05736,119.94264
300831,85.42623,160.30601,199.32787,133.93989,134.01573,163.50787,180.42247,101.05393,480.00000,341.00000,767.00000,224.00000,346.35167,232.64833
300832,123.59701,247.19403,146.93351,119.27544,142.86186,245.46588,182.76342,65.90884,545.00000,395.31667,848.90000,161.78333,394.40335,242.59665
300833,103.10828,59.69427,68.73885,478.45860,176.05871,217.74516,266.08370,50.11243,661.00000,175.00000,1097.00000,307.00000,335.81081,374.18919
300834,275.25450,37.69409,14.02571,14.02571,155.85352,117.17181,35.11399,32.86068,343.00000,197.00000,309.00000,70.00000,164.55115,176.44885
300835,302.19831,182.26582,57.59916,18.93671,235.34634,230.32927,72.06341,23.26098,685.00000,497.00000,620.00000,107.00000,295.51003,265.48997
300836,116.27605,119.41865,100.56307,236.74223,187.08148,218.65358,129.98300,37.28195,307.00000,262.00000,649.00000,155.00000,380.95055,192.04945
300837,97.04786,53.03778,98.17632,199.73804,126.66989,145.29145,136.63026,39.40841,283.00000,165.00000,562.00000,204.00000,292.76725,155.23275
300838,96.36778,91.83283,108.83891,75.96049,79.34230,148.34882,130.10921,15.19967,209.00000,120.00000,451.00000,170.00000,251.48442,121.51558
300839,125.24196,166.28765,385.19797,567.27242,215.64567,581.38832,396.14204,50.82398,588.00000,637.00000,1373.00000,310.00000,933.85608,310.14392
300840,31.39339,41.05289,125.57355,288.98017,79.29770,185.82895,156.72643,65.14693,612.13605,317.04762,770.40136,170.41497,243.08471,243.91529
300841,254.33224,133.13421,125.78887,47.74468,190.44899,225.69337,80.18905,64.66859,498.00000,335.00000,580.00000,160.00000,309.50588,251.49412
300842,65.62986,49.95706,177.29857,186.11452,101.75000,152.25000,147.25000,77.75000,376.00000,432.00000,573.00000,107.00000,279.08264,199.91736
300843,66.40187,32.05607,178.59813,212.94393,104.08664,155.74635,150.63152,79.53549,498.00000,381.00000,671.00000,166.00000,285.49163,204.50837
300844,51.20142,24.97630,113.64218,337.18009,115.51031,216.36067,175.66667,19.46235,500.10837,115.76355,792.39901,253.72906,239.25000,287.75000
300845,108.92057,119.81263,108.92057,44.34623,172.69906,124.24022,64.43995,20.62078,335.63158,260.52632,381.00000,75.84211,209.44725,172.55275
300846,228.68719,55.07161,199.75126,259.48995,131.18249,287.71958,302.41790,21.68002,183.67260,561.90622,585.09184,131.32933,606.66972,136.33028
300847,73.62470,37.49406,63.39905,112.48219,70.71014,128.62207,72.30992,15.35786,130.00000,143.00000,283.00000,86.00000,209.90519,77.09481
300848,289.78053,126.77898,136.26584,5.17465,163.84116,217.55957,133.62455,42.97473,430.00000,350.00000,476.00000,204.00000,321.61575,236.38425
300849,333.10860,207.71791,141.85614,215.31735,282.07472,297.81458,235.26937,82.84133,502.88526,460.27213,919.69110,532.15152,589.66223,308.33777
300850,167.39535,87.81395,19.20930,20.58140,84.62466,127.92560,66.03887,16.41086,286.00000,172.00000,328.00000,68.00000,145.75505,149.24495
300851,19.82328,151.03448,41.53448,6.60776,75.40504,81.91279,51.77907,9.90310,218.00000,176.00000,268.00000,76.00000,111.42886,107.57114
300852,108.91244,77.64055,173.61290,107.83410,80.78571,218.04545,140.55195,28.61688,87.00000,219.00000,418.00000,80.00000,395.20560,72.79440
300853,139.62343,63.91213,31.46444,0.00000,80.91408,87.89729,55.56202,10.62661,302.00000,217.00000,278.00000,74.00000,119.56978,115.43022
300854,151.05000,73.93500,61.21500,31.80000,91.22252,137.89946,71.18767,17.69035,367.00000,213.00000,351.00000,63.00000,157.11900,160.88100
300855,96.40874,272.56298,579.64267,440.38560,282.78649,675.80066,400.23146,30.18139,205.71062,885.56593,1135.13004,147.59341,1184.77507,204.22493
300856,236.88889,133.97814,110.67760,51.45537,180.94352,214.42882,76.18674,61.44092,493.80851,307.37589,589.35461,193.46099,294.05817,238.94183
300857,170.98017,114.70822,36.79320,59.51841,146.11060,134.14009,79.21659,22.53272,415.00000,289.00000,452.00000,83.00000,213.63704,168.36296
300858,145.38562,108.49673,78.11765,0.00000,114.31266,124.17829,78.49612,15.01292,352.00000,276.00000,350.00000,93.00000,168.92412,163.07588
300859,47.04000,189.12000,265.92000,457.92000,271.43548,311.33881,292.77912,84.44659,701.00000,409.00000,1279.00000,384.00000,627.35840,332.64160
300860,46.67337,80.38191,135.69849,81.24623,67.29305,171.74018,78.46526,26.50151,263.22917,199.21875,410.38542,134.16667,196.09393,147.90607
300861,165.11304,100.70725,92.51014,45.66957,116.23743,183.84831,74.93817,28.97609,176.91729,204.69173,391.06767,167.32331,273.09013,130.90987
300862,137.65517,18.84565,159.77833,182.72085,51.85355,285.31513,140.36636,21.46496,221.00000,336.00000,510.00000,54.00000,372.88768,126.11232
300863,78.40633,84.59631,28.88654,199.11082,99.86309,136.17694,124.59408,30.36589,298.00000,161.00000,483.00000,160.00000,242.99106,148.00894
300864,31.55745,141.13191,81.52340,157.78723,116.49106,133.61624,125.65104,36.24166,272.00000,176.00000,480.00000,177.00000,269.24131,142.75869
300865,92.68205,114.60684,218.25128,157.45983,173.20619,237.68041,130.58763,41.52577,353.00000,339.00000,573.00000,136.00000,396.72193,186.27807
300866,325.06024,109.49398,62.44578,0.00000,233.51265,137.78696,51.24708,74.45331,634.70869,446.35605,627.49961,129.43564,260.92500,236.07500
300867,93.14286,96.94461,73.18367,62.72886,86.24906,172.95771,43.81391,22.97932,355.00000,258.00000,379.00000,84.00000,177.64763,148.35237
300868,106.18462,200.91795,22.90256,75.99487,107.41447,215.40132,54.56579,28.61842,367.00000,261.00000,431.00000,113.00000,221.24214,184.75786
300870,20.69378,118.36842,143.20096,63.73684,65.27546,105.72222,117.73611,57.26620,449.53682,335.26885,554.34815,157.84619,169.64652,176.35348
300872,43.49527,118.40379,113.57098,107.52997,104.89369,118.46547,100.52312,59.11772,329.00000,220.00000,482.00000,202.00000,236.24954,146.75046
300873,231.74165,105.21604,151.83073,109.21158,144.70773,255.21182,164.25267,33.82778,160.00000,386.00000,379.00000,176.00000,488.19266,109.80734
300875,60.30560,157.79966,225.14092,148.75382,113.44084,202.39581,261.28586,14.87749,416.00000,334.00000,693.00000,173.00000,392.12673,199.87327
300876,235.73077,232.61538,105.92308,73.73077,126.81448,270.48869,187.28959,63.40724,1024.00000,729.00000,750.00000,90.00000,298.00879,349.99121
300877,67.86308,41.47188,131.95599,272.70905,179.85875,164.59551,148.91974,20.62600,214.00000,273.00000,436.00000,231.00000,441.78208,72.21792
300878,181.15823,29.15190,33.31646,85.37342,142.74591,143.23477,30.06464,12.95468,169.79761,277.00747,23.19493,5.00000,323.52018,5.47982
300879,70.63415,27.37073,120.96098,143.03415,75.04878,135.03587,133.21808,18.69727,338.00000,253.00000,458.00000,139.00000,211.84805,150.15195
300880,66.59517,130.20846,298.18731,163.00906,137.55176,175.24623,221.53769,123.66432,769.57916,548.45175,1039.33521,196.63388,308.00000,350.00000
300881,341.49464,298.69635,126.61159,64.19742,126.71602,372.80221,250.21823,81.26354,840.78741,686.43308,872.78174,187.99777,416.89274,414.10726
300882,38.85714,122.40000,39.82857,36.91429,44.74593,97.71545,65.78862,29.75000,228.68421,151.83158,265.61053,52.87368,136.54183,101.45817
300883,6.86538,85.81731,86.96154,58.35577,44.90046,72.72222,80.98611,39.39120,264.63946,203.04828,390.58152,106.73074,116.69327,121.30673
300884,395.07972,338.16145,271.19879,101.56004,181.36757,437.33540,403.79950,83.49752,828.00000,905.00000,954.00000,248.00000,665.39837,440.60163
300885,5.36496,17.62774,28.35766,368.64964,68.38816,160.26316,135.16447,56.18421,428.00000,243.00000,665.00000,121.00000,209.64184,210.35816
300886,19.93240,73.86713,91.45455,317.74592,87.20234,140.79299,173.69953,101.30514,504.00000,384.00000,810.00000,146.00000,263.45365,239.54635
300887,112.26981,156.33833,207.75161,13.64026,83.52034,274.48394,125.91006,6.08565,165.09091,283.06818,464.20455,102.63636,417.05171,72.94829
300888,198.05825,64.07767,130.09709,107.76699,85.22484,280.08565,128.47966,6.20985,139.00000,262.00000,490.00000,154.00000,425.56297,74.43703
300889,49.00857,209.22889,182.83966,328.92289,147.97954,295.39642,293.70844,32.91560,367.59434,419.98113,839.67925,222.74528,542.99927,227.00073
300890,99.50605,133.42857,182.05085,52.01453,87.79980,191.73577,129.08943,58.37500,414.00685,344.21233,608.70548,102.07534,267.92032,199.07968
300891,164.59919,170.83401,220.71255,59.85425,118.03979,210.60105,271.87853,15.48063,407.00000,413.00000,672.00000,161.00000,408.02376,207.97624
300892,90.96698,257.58019,127.35377,336.09906,155.59791,277.61047,358.38534,20.40628,523.05263,405.10526,939.05263,277.78947,537.84950,274.15050
300893,76.94089,62.23160,211.58745,587.24005,132.68269,251.02130,444.15401,110.14200,968.63362,575.52586,1528.42241,263.41810,469.00000,469.00000
300894,49.35171,142.24905,126.76616,190.63308,128.86939,127.84662,217.16879,35.11520,482.56250,344.95559,781.38651,160.09539,274.76674,234.23326
300895,132.30769,72.76923,78.28205,103.64103,148.06604,73.62736,121.29245,44.01415,364.00000,400.00000,441.00000,95.00000,252.90876,134.09124
300896,171.69481,110.28571,88.98052,15.03896,92.17525,130.64615,109.73244,53.44615,521.32895,392.86842,522.51316,123.28947,166.35146,219.64854
300897,193.40831,184.95844,237.53545,152.09780,178.80266,369.52550,181.78271,37.88914,525.37832,358.55673,769.11638,255.94857,451.33445,316.66555
300898,50.58363,58.28114,14.29537,185.83986,53.56963,86.49112,106.70607,62.23318,314.00000,227.00000,368.00000,91.00000,161.84329,147.15671
300899,45.86526,14.05548,9.24703,0.83223,32.75641,30.69231,5.56410,0.98718,7.00000,45.00000,45.00000,0.00000,65.97177,4.02823
300900,156.19377,163.58131,88.65052,201.57439,142.36797,239.35832,198.48382,29.78989,302.00000,84.00000,572.00000,382.00000,385.31724,224.68276
300901,67.78750,87.72500,122.61563,40.87187,55.66129,134.86559,112.41398,16.05914,255.00000,124.00000,418.00000,99.00000,205.36481,113.63519
300902,59.63899,24.49458,88.39350,122.47292,51.47361,124.71896,103.95650,14.85093,192.00000,112.00000,355.00000,112.00000,189.91416,105.08584
300903,74.98221,209.95018,122.82800,194.23962,155.57303,230.46067,160.88764,55.07865,622.00000,437.00000,834.00000,243.00000,362.29184,239.70816
300904,80.56676,57.54768,83.44414,130.44142,84.05619,119.13846,100.06689,48.73846,450.00000,346.00000,530.00000,123.00000,151.69874,200.30126
